Root path: ../../graphs/oecd/
Sample Size: 10

type; dataset; language; mean; std
gml; Physical sciences; ps; 1.0; 0.0
gml; Physical sciences; en; 0.08698093924220626; 0.00020065324840333752
gml; Physical sciences; tl; 1.0; 0.0
gml; Physical sciences; sk; 0.07434683940573265; 0.0005823439997965757
gml; Physical sciences; sw; 1.0; 0.0
gml; Physical sciences; th; 1.0; 0.0
gml; Physical sciences; ku; 1.0; 0.0
gml; Physical sciences; sr; 0.044741759233655205; 7.425826371662385e-05
gml; Physical sciences; sv; 0.12470782138289534; 0.002552682467686144
gml; Physical sciences; oc; 1.0; 0.0
gml; Physical sciences; no; 0.20298390162630975; 0.012747833468908766
gml; Physical sciences; as; 1.0; 0.0
gml; Physical sciences; bg; 1.0; 0.0
gml; Physical sciences; my; 0.31341397043510477; 0.004379292481235962
gml; Physical sciences; ckb; 1.0; 0.0
gml; Physical sciences; bn; 1.0; 0.0
gml; Physical sciences; or; 1.0; 0.0
gml; Physical sciences; ru; 0.055207888669320936; 0.0006413968720647899
gml; Physical sciences; so; 1.0; 0.0
gml; Physical sciences; hi; 1.0; 0.0
gml; Physical sciences; wuu; 1.0; 0.0
gml; Physical sciences; az; 0.04443875187134147; 8.441154112853069e-05
gml; Physical sciences; bs; 0.050549528021331704; 1.841471071721061e-05
gml; Physical sciences; te; 1.0; 0.0
gml; Physical sciences; zh; 0.07524573135142859; 0.000959813682633341
gml; Physical sciences; mk; 1.0; 0.0
gml; Physical sciences; ext; 1.0; 0.0
gml; Physical sciences; sl; 0.23097647924931874; 0.0032823507605128006
gml; Physical sciences; su; 1.0; 0.0
gml; Physical sciences; ga; 1.0; 0.0
gml; Physical sciences; gl; 0.3404406594683581; 0.034119382173487166
gml; Physical sciences; hu; 0.23077620136726978; 0.004469119539509498
gml; Physical sciences; uz; 0.05556817854848389; 0.0006068145952647998
gml; Physical sciences; co; 1.0; 0.0
gml; Physical sciences; af; 0.20996291701336042; 0.016213503730689836
gml; Physical sciences; mn; 1.0; 0.0
gml; Physical sciences; ko; 0.19335588110394178; 0.005508865442748101
gml; Physical sciences; ms; 0.2952954868995325; 0.020345809234867777
gml; Physical sciences; ca; 0.15607290407162508; 0.005656567168887785
gml; Physical sciences; pnb; 1.0; 0.0
gml; Physical sciences; war; 1.0; 0.0
gml; Physical sciences; lt; 0.6646952708954386; 0.05311038582685941
gml; Physical sciences; kk; 0.054245681409726035; 0.0003485546428257737
gml; Physical sciences; jv; 1.0; 0.0
gml; Physical sciences; ur; 1.0; 0.0
gml; Sociology; bat-smg; 1.0; 0.0
gml; Sociology; nds; 1.0; 0.0
gml; Sociology; eu; 0.2706649844803306; 0.008474615087329865
gml; Sociology; fi; 0.15292952795879855; 0.004434572978478639
gml; Sociology; id; 0.18782944603348734; 0.011142114874920955
gml; Sociology; lb; 0.3957304932488436; 0.04187544783941616
gml; Sociology; ast; 0.6247574641497868; 0.0367949670323964
gml; Sociology; kl; 0.488006929307695; 0.006084225569403188
gml; Sociology; fo; 1.0; 0.0
gml; Sociology; ba; 1.0; 0.0
gml; Sociology; eo; 0.23715182198182583; 0.007625647621380831
gml; Sociology; sco; 1.0; 0.0
gml; Sociology; se; 1.0; 0.0
gml; Sociology; vep; 1.0; 0.0
gml; Sociology; ar; 1.0; 0.0
gml; Sociology; mhr; 1.0; 0.0
gml; Sociology; fr; 0.06819385221689113; 0.000737946527426229
gml; Sociology; stq; 1.0; 0.0
gml; Sociology; ia; 1.0; 0.0
gml; Sociology; br; 1.0; 0.0
gml; Sociology; csb; 1.0; 0.0
gml; Sociology; mr; 1.0; 0.0
gml; Sociology; tr; 0.25819016943534134; 0.017359216886200086
gml; Sociology; lv; 1.0; 0.0
gml; Sociology; el; 1.0; 0.0
gml; Sociology; frr; 1.0; 0.0
gml; Sociology; ang; 1.0; 0.0
gml; Sociology; ce; 1.0; 0.0
gml; Sociology; hr; 0.27987171593940163; 0.018058389648837447
gml; Sociology; sc; 1.0; 0.0
gml; Sociology; iu; 1.0; 0.0
gml; Sociology; za; 1.0; 0.0
gml; Sociology; nn; 0.3437164067994918; 0.019454026879190164
gml; Sociology; crh; 1.0; 0.0
gml; Sociology; xmf; 1.0; 0.0
gml; Sociology; rue; 1.0; 0.0
gml; Sociology; es; 0.10381856756169827; 0.0019323640653033042
gml; Sociology; fiu-vro; 1.0; 0.0
gml; Sociology; pl; 0.10523974753540004; 0.0010111720988458014
gml; Sociology; vi; 0.5934713935983809; 0.03130370606517557
gml; Sociology; zh-yue; 1.0; 0.0
gml; Sociology; gd; 1.0; 0.0
gml; Sociology; uk; 1.0; 0.0
gml; Sociology; de; 0.06302312157836701; 0.0010205486171593029
gml; Sociology; km; 1.0; 0.0
gml; Sociology; diq; 1.0; 0.0
gml; Sociology; myv; 1.0; 0.0
gml; Sociology; an; 1.0; 0.0
gml; Sociology; kn; 1.0; 0.0
gml; Sociology; bh; 1.0; 0.0
gml; Sociology; yo; 1.0; 0.0
gml; Sociology; ml; 1.0; 0.0
gml; Sociology; io; 1.0; 0.0
gml; Sociology; pa; 1.0; 0.0
gml; Sociology; sh; 0.2223468011429901; 0.01865727219274631
gml; Sociology; et; 0.18363215445423967; 0.005339685717542856
gml; Sociology; cs; 0.11307146998891529; 0.00077178735899011
gml; Sociology; tg; 1.0; 0.0
gml; Sociology; yi; 1.0; 0.0
gml; Sociology; nl; 0.0926439549481736; 0.001491066588144341
gml; Sociology; si; 1.0; 0.0
gml; Sociology; pt; 0.10754865328523314; 0.0009901918616484749
gml; Sociology; sd; 1.0; 0.0
gml; Sociology; ro; 0.2408568779181312; 0.007037331795644817
gml; Sociology; sq; 0.6441242769896036; 0.0005378027301689842
gml; Sociology; ja; 0.6091686632056084; 0.0
gml; Sociology; ne; 1.0; 0.0
gml; Sociology; zh-min-nan; 1.0; 0.0
gml; Sociology; fy; 0.3544429646561934; 0.018516534526493524
gml; Sociology; mdf; 1.0; 0.0
gml; Sociology; lij; 1.0; 0.0
gml; Sociology; be-tarask; 1.0; 0.0
gml; Sociology; be; 1.0; 0.0
gml; Sociology; is; 0.49942612328457453; 0.03308845097197256
gml; Sociology; bjn; 1.0; 0.0
gml; Sociology; kaa; 1.0; 0.0
gml; Sociology; ta; 1.0; 0.0
gml; Sociology; lfn; 1.0; 0.0
gml; Sociology; qu; 1.0; 0.0
gml; Sociology; hy; 1.0; 0.0
gml; Sociology; cy; 0.3037909074438636; 0.006786124699672958
gml; Sociology; simple; 0.45792921136545656; 0.012440258825856428
gml; Sociology; am; 1.0; 0.0
gml; Sociology; nds-nl; 1.0; 0.0
gml; Sociology; la; 0.3049638127192692; 0.022907712249745745
gml; Sociology; bo; 1.0; 0.0
gml; Sociology; os; 1.0; 0.0
gml; Sociology; ka; 1.0; 0.0
gml; Sociology; tt; 1.0; 0.0
gml; Sociology; it; 0.09093168232776497; 0.003138422969351576
gml; Sociology; kab; 1.0; 0.0
gml; Sociology; ceb; 0.6351357981453913; 0.03763968397645468
gml; Sociology; he; 1.0; 0.0
gml; Sociology; da; 0.1137436663499416; 0.0009116556916626748
gml; Sociology; cv; 1.0; 0.0
gml; Sociology; fa; 1.0; 0.0
gml; Sociology; scn; 1.0; 0.0
gml; Sociology; ps; 1.0; 0.0
gml; Sociology; wa; 1.0; 0.0
gml; Sociology; kv; 1.0; 0.0
