article	property	value
https://sa.wikipedia.org/wiki/%E0%A4%AB%E0%A4%B2%E0%A4%95%E0%A4%AE%E0%A5%8D:Authority_control	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://sa.wikipedia.org/wiki/%E0%A4%AB%E0%A4%B2%E0%A4%95%E0%A4%AE%E0%A5%8D:Authority_control	http://schema.org/inLanguage	sa
https://sa.wikipedia.org/wiki/%E0%A4%AB%E0%A4%B2%E0%A4%95%E0%A4%AE%E0%A5%8D:Authority_control	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://sa.wikipedia.org/wiki/%E0%A4%AB%E0%A4%B2%E0%A4%95%E0%A4%AE%E0%A5%8D:Authority_control	http://schema.org/name	फलकम्:Authority control
https://sa.wikipedia.org/wiki/%E0%A4%AB%E0%A4%B2%E0%A4%95%E0%A4%AE%E0%A5%8D:Authority_control	http://schema.org/isPartOf	https://sa.wikipedia.org/
https://sc.wikipedia.org/wiki/Template:Controllu_de_autoridade	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://sc.wikipedia.org/wiki/Template:Controllu_de_autoridade	http://schema.org/inLanguage	sc
https://sc.wikipedia.org/wiki/Template:Controllu_de_autoridade	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://sc.wikipedia.org/wiki/Template:Controllu_de_autoridade	http://schema.org/name	Template:Controllu de autoridade
https://sc.wikipedia.org/wiki/Template:Controllu_de_autoridade	http://schema.org/isPartOf	https://sc.wikipedia.org/
https://sco.wikipedia.org/wiki/Template:Authority_control	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://sco.wikipedia.org/wiki/Template:Authority_control	http://schema.org/inLanguage	sco
https://sco.wikipedia.org/wiki/Template:Authority_control	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://sco.wikipedia.org/wiki/Template:Authority_control	http://schema.org/name	Template:Authority control
https://sco.wikipedia.org/wiki/Template:Authority_control	http://schema.org/isPartOf	https://sco.wikipedia.org/
https://sd.wikipedia.org/wiki/%D8%B3%D8%A7%D9%86%DA%86%D9%88:%D8%A7%D8%AE%D8%AA%D9%8A%D8%A7%D8%B1%D9%8A_%D8%B3%D9%8E%D9%86%D8%AF%D9%8E	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://sd.wikipedia.org/wiki/%D8%B3%D8%A7%D9%86%DA%86%D9%88:%D8%A7%D8%AE%D8%AA%D9%8A%D8%A7%D8%B1%D9%8A_%D8%B3%D9%8E%D9%86%D8%AF%D9%8E	http://schema.org/inLanguage	sd
https://sd.wikipedia.org/wiki/%D8%B3%D8%A7%D9%86%DA%86%D9%88:%D8%A7%D8%AE%D8%AA%D9%8A%D8%A7%D8%B1%D9%8A_%D8%B3%D9%8E%D9%86%D8%AF%D9%8E	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://sd.wikipedia.org/wiki/%D8%B3%D8%A7%D9%86%DA%86%D9%88:%D8%A7%D8%AE%D8%AA%D9%8A%D8%A7%D8%B1%D9%8A_%D8%B3%D9%8E%D9%86%D8%AF%D9%8E	http://schema.org/name	سانچو:اختياري سَندَ
https://sd.wikipedia.org/wiki/%D8%B3%D8%A7%D9%86%DA%86%D9%88:%D8%A7%D8%AE%D8%AA%D9%8A%D8%A7%D8%B1%D9%8A_%D8%B3%D9%8E%D9%86%D8%AF%D9%8E	http://schema.org/isPartOf	https://sd.wikipedia.org/
https://sh.wikipedia.org/wiki/%C5%A0ablon:Normativna_kontrola	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://sh.wikipedia.org/wiki/%C5%A0ablon:Normativna_kontrola	http://schema.org/inLanguage	sh
https://sh.wikipedia.org/wiki/%C5%A0ablon:Normativna_kontrola	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://sh.wikipedia.org/wiki/%C5%A0ablon:Normativna_kontrola	http://schema.org/name	Šablon:Normativna kontrola
https://sh.wikipedia.org/wiki/%C5%A0ablon:Normativna_kontrola	http://schema.org/isPartOf	https://sh.wikipedia.org/
https://si.wikipedia.org/wiki/%E0%B7%83%E0%B7%90%E0%B6%9A%E0%B7%92%E0%B6%BD%E0%B7%8A%E0%B6%BD:%E0%B6%85%E0%B6%B0%E0%B7%92%E0%B6%9A%E0%B7%8F%E0%B6%BB%E0%B7%93_%E0%B6%B4%E0%B7%8F%E0%B6%BD%E0%B6%B1%E0%B6%BA	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://si.wikipedia.org/wiki/%E0%B7%83%E0%B7%90%E0%B6%9A%E0%B7%92%E0%B6%BD%E0%B7%8A%E0%B6%BD:%E0%B6%85%E0%B6%B0%E0%B7%92%E0%B6%9A%E0%B7%8F%E0%B6%BB%E0%B7%93_%E0%B6%B4%E0%B7%8F%E0%B6%BD%E0%B6%B1%E0%B6%BA	http://schema.org/inLanguage	si
https://si.wikipedia.org/wiki/%E0%B7%83%E0%B7%90%E0%B6%9A%E0%B7%92%E0%B6%BD%E0%B7%8A%E0%B6%BD:%E0%B6%85%E0%B6%B0%E0%B7%92%E0%B6%9A%E0%B7%8F%E0%B6%BB%E0%B7%93_%E0%B6%B4%E0%B7%8F%E0%B6%BD%E0%B6%B1%E0%B6%BA	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://si.wikipedia.org/wiki/%E0%B7%83%E0%B7%90%E0%B6%9A%E0%B7%92%E0%B6%BD%E0%B7%8A%E0%B6%BD:%E0%B6%85%E0%B6%B0%E0%B7%92%E0%B6%9A%E0%B7%8F%E0%B6%BB%E0%B7%93_%E0%B6%B4%E0%B7%8F%E0%B6%BD%E0%B6%B1%E0%B6%BA	http://schema.org/name	සැකිල්ල:අධිකාරී පාලනය
https://si.wikipedia.org/wiki/%E0%B7%83%E0%B7%90%E0%B6%9A%E0%B7%92%E0%B6%BD%E0%B7%8A%E0%B6%BD:%E0%B6%85%E0%B6%B0%E0%B7%92%E0%B6%9A%E0%B7%8F%E0%B6%BB%E0%B7%93_%E0%B6%B4%E0%B7%8F%E0%B6%BD%E0%B6%B1%E0%B6%BA	http://schema.org/isPartOf	https://si.wikipedia.org/
https://simple.wikipedia.org/wiki/Template:Authority_control	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://simple.wikipedia.org/wiki/Template:Authority_control	http://schema.org/inLanguage	en-simple
https://simple.wikipedia.org/wiki/Template:Authority_control	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://simple.wikipedia.org/wiki/Template:Authority_control	http://schema.org/name	Template:Authority control
https://simple.wikipedia.org/wiki/Template:Authority_control	http://schema.org/isPartOf	https://simple.wikipedia.org/
https://sk.wikipedia.org/wiki/%C5%A0abl%C3%B3na:Autoritn%C3%A9_%C3%BAdaje	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://sk.wikipedia.org/wiki/%C5%A0abl%C3%B3na:Autoritn%C3%A9_%C3%BAdaje	http://schema.org/inLanguage	sk
https://sk.wikipedia.org/wiki/%C5%A0abl%C3%B3na:Autoritn%C3%A9_%C3%BAdaje	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://sk.wikipedia.org/wiki/%C5%A0abl%C3%B3na:Autoritn%C3%A9_%C3%BAdaje	http://schema.org/name	Šablóna:Autoritné údaje
https://sk.wikipedia.org/wiki/%C5%A0abl%C3%B3na:Autoritn%C3%A9_%C3%BAdaje	http://schema.org/isPartOf	https://sk.wikipedia.org/
https://sl.wikipedia.org/wiki/Predloga:Normativna_kontrola	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://sl.wikipedia.org/wiki/Predloga:Normativna_kontrola	http://schema.org/inLanguage	sl
https://sl.wikipedia.org/wiki/Predloga:Normativna_kontrola	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://sl.wikipedia.org/wiki/Predloga:Normativna_kontrola	http://schema.org/name	Predloga:Normativna kontrola
https://sl.wikipedia.org/wiki/Predloga:Normativna_kontrola	http://schema.org/isPartOf	https://sl.wikipedia.org/
https://so.wikipedia.org/wiki/Template:Authority_control	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://so.wikipedia.org/wiki/Template:Authority_control	http://schema.org/inLanguage	so
https://so.wikipedia.org/wiki/Template:Authority_control	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://so.wikipedia.org/wiki/Template:Authority_control	http://schema.org/name	Template:Authority control
https://so.wikipedia.org/wiki/Template:Authority_control	http://schema.org/isPartOf	https://so.wikipedia.org/
https://ca.wikipedia.org/wiki/Plantilla:Autoritat	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://ca.wikipedia.org/wiki/Plantilla:Autoritat	http://schema.org/inLanguage	ca
https://ca.wikipedia.org/wiki/Plantilla:Autoritat	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://ca.wikipedia.org/wiki/Plantilla:Autoritat	http://schema.org/name	Plantilla:Autoritat
https://ca.wikipedia.org/wiki/Plantilla:Autoritat	http://schema.org/isPartOf	https://ca.wikipedia.org/
https://cdo.wikipedia.org/wiki/%E6%A8%A1%E6%9D%BF:Authority_control	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://cdo.wikipedia.org/wiki/%E6%A8%A1%E6%9D%BF:Authority_control	http://schema.org/inLanguage	cdo
https://cdo.wikipedia.org/wiki/%E6%A8%A1%E6%9D%BF:Authority_control	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://cdo.wikipedia.org/wiki/%E6%A8%A1%E6%9D%BF:Authority_control	http://schema.org/name	模板:Authority control
https://cdo.wikipedia.org/wiki/%E6%A8%A1%E6%9D%BF:Authority_control	http://schema.org/isPartOf	https://cdo.wikipedia.org/
https://ce.wikipedia.org/wiki/%D0%9A%D0%B5%D0%BF:%D0%90%D1%80%D0%B0%D1%85%D1%8C%D0%B0%D1%80%D0%B0_%D1%85%D1%8C%D0%B0%D0%B6%D0%BE%D1%80%D0%B3%D0%B0%D1%88	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://ce.wikipedia.org/wiki/%D0%9A%D0%B5%D0%BF:%D0%90%D1%80%D0%B0%D1%85%D1%8C%D0%B0%D1%80%D0%B0_%D1%85%D1%8C%D0%B0%D0%B6%D0%BE%D1%80%D0%B3%D0%B0%D1%88	http://schema.org/inLanguage	ce
https://ce.wikipedia.org/wiki/%D0%9A%D0%B5%D0%BF:%D0%90%D1%80%D0%B0%D1%85%D1%8C%D0%B0%D1%80%D0%B0_%D1%85%D1%8C%D0%B0%D0%B6%D0%BE%D1%80%D0%B3%D0%B0%D1%88	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://ce.wikipedia.org/wiki/%D0%9A%D0%B5%D0%BF:%D0%90%D1%80%D0%B0%D1%85%D1%8C%D0%B0%D1%80%D0%B0_%D1%85%D1%8C%D0%B0%D0%B6%D0%BE%D1%80%D0%B3%D0%B0%D1%88	http://schema.org/name	Кеп:Арахьара хьажоргаш
https://ce.wikipedia.org/wiki/%D0%9A%D0%B5%D0%BF:%D0%90%D1%80%D0%B0%D1%85%D1%8C%D0%B0%D1%80%D0%B0_%D1%85%D1%8C%D0%B0%D0%B6%D0%BE%D1%80%D0%B3%D0%B0%D1%88	http://schema.org/isPartOf	https://ce.wikipedia.org/
https://commons.wikimedia.org/wiki/Template:Authority_control	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://commons.wikimedia.org/wiki/Template:Authority_control	http://schema.org/inLanguage	en
https://commons.wikimedia.org/wiki/Template:Authority_control	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://commons.wikimedia.org/wiki/Template:Authority_control	http://schema.org/name	Template:Authority control
https://commons.wikimedia.org/wiki/Template:Authority_control	http://schema.org/isPartOf	https://commons.wikimedia.org/
https://cs.wikipedia.org/wiki/%C5%A0ablona:Autoritn%C3%AD_data	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://cs.wikipedia.org/wiki/%C5%A0ablona:Autoritn%C3%AD_data	http://schema.org/inLanguage	cs
https://cs.wikipedia.org/wiki/%C5%A0ablona:Autoritn%C3%AD_data	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://cs.wikipedia.org/wiki/%C5%A0ablona:Autoritn%C3%AD_data	http://schema.org/name	Šablona:Autoritní data
https://cs.wikipedia.org/wiki/%C5%A0ablona:Autoritn%C3%AD_data	http://schema.org/isPartOf	https://cs.wikipedia.org/
https://cv.wikipedia.org/wiki/%D0%A8%D0%B0%D0%B1%D0%BB%D0%BE%D0%BD:Normdaten	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://cv.wikipedia.org/wiki/%D0%A8%D0%B0%D0%B1%D0%BB%D0%BE%D0%BD:Normdaten	http://schema.org/inLanguage	cv
https://cv.wikipedia.org/wiki/%D0%A8%D0%B0%D0%B1%D0%BB%D0%BE%D0%BD:Normdaten	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://cv.wikipedia.org/wiki/%D0%A8%D0%B0%D0%B1%D0%BB%D0%BE%D0%BD:Normdaten	http://schema.org/name	Шаблон:Normdaten
https://cv.wikipedia.org/wiki/%D0%A8%D0%B0%D0%B1%D0%BB%D0%BE%D0%BD:Normdaten	http://schema.org/isPartOf	https://cv.wikipedia.org/
https://cy.wikipedia.org/wiki/Nodyn:Authority_control	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://cy.wikipedia.org/wiki/Nodyn:Authority_control	http://schema.org/inLanguage	cy
https://cy.wikipedia.org/wiki/Nodyn:Authority_control	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://cy.wikipedia.org/wiki/Nodyn:Authority_control	http://schema.org/name	Nodyn:Authority control
https://cy.wikipedia.org/wiki/Nodyn:Authority_control	http://schema.org/isPartOf	https://cy.wikipedia.org/
https://da.wikipedia.org/wiki/Skabelon:Autoritetsdata	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://da.wikipedia.org/wiki/Skabelon:Autoritetsdata	http://schema.org/inLanguage	da
https://da.wikipedia.org/wiki/Skabelon:Autoritetsdata	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://da.wikipedia.org/wiki/Skabelon:Autoritetsdata	http://schema.org/name	Skabelon:Autoritetsdata
https://da.wikipedia.org/wiki/Skabelon:Autoritetsdata	http://schema.org/isPartOf	https://da.wikipedia.org/
https://de.wikipedia.org/wiki/Vorlage:Normdaten	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://de.wikipedia.org/wiki/Vorlage:Normdaten	http://schema.org/inLanguage	de
https://de.wikipedia.org/wiki/Vorlage:Normdaten	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://de.wikipedia.org/wiki/Vorlage:Normdaten	http://schema.org/name	Vorlage:Normdaten
https://de.wikipedia.org/wiki/Vorlage:Normdaten	http://schema.org/isPartOf	https://de.wikipedia.org/
https://diq.wikipedia.org/wiki/%C5%9Eablon:Authority_control	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://diq.wikipedia.org/wiki/%C5%9Eablon:Authority_control	http://schema.org/inLanguage	diq
https://diq.wikipedia.org/wiki/%C5%9Eablon:Authority_control	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://diq.wikipedia.org/wiki/%C5%9Eablon:Authority_control	http://schema.org/name	Şablon:Authority control
https://diq.wikipedia.org/wiki/%C5%9Eablon:Authority_control	http://schema.org/isPartOf	https://diq.wikipedia.org/
https://dty.wikipedia.org/wiki/%E0%A4%A2%E0%A4%BE%E0%A4%81%E0%A4%9A%E0%A4%BE:Authority_control	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://dty.wikipedia.org/wiki/%E0%A4%A2%E0%A4%BE%E0%A4%81%E0%A4%9A%E0%A4%BE:Authority_control	http://schema.org/inLanguage	dty
https://dty.wikipedia.org/wiki/%E0%A4%A2%E0%A4%BE%E0%A4%81%E0%A4%9A%E0%A4%BE:Authority_control	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://dty.wikipedia.org/wiki/%E0%A4%A2%E0%A4%BE%E0%A4%81%E0%A4%9A%E0%A4%BE:Authority_control	http://schema.org/name	ढाँचा:Authority control
https://dty.wikipedia.org/wiki/%E0%A4%A2%E0%A4%BE%E0%A4%81%E0%A4%9A%E0%A4%BE:Authority_control	http://schema.org/isPartOf	https://dty.wikipedia.org/
https://el.wikipedia.org/wiki/%CE%A0%CF%81%CF%8C%CF%84%CF%85%CF%80%CE%BF:Authority_control	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://el.wikipedia.org/wiki/%CE%A0%CF%81%CF%8C%CF%84%CF%85%CF%80%CE%BF:Authority_control	http://schema.org/inLanguage	el
https://el.wikipedia.org/wiki/%CE%A0%CF%81%CF%8C%CF%84%CF%85%CF%80%CE%BF:Authority_control	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://el.wikipedia.org/wiki/%CE%A0%CF%81%CF%8C%CF%84%CF%85%CF%80%CE%BF:Authority_control	http://schema.org/name	Πρότυπο:Authority control
https://el.wikipedia.org/wiki/%CE%A0%CF%81%CF%8C%CF%84%CF%85%CF%80%CE%BF:Authority_control	http://schema.org/isPartOf	https://el.wikipedia.org/
https://el.wikiquote.org/wiki/%CE%A0%CF%81%CF%8C%CF%84%CF%85%CF%80%CE%BF:Authority_control	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://el.wikiquote.org/wiki/%CE%A0%CF%81%CF%8C%CF%84%CF%85%CF%80%CE%BF:Authority_control	http://schema.org/inLanguage	el
https://el.wikiquote.org/wiki/%CE%A0%CF%81%CF%8C%CF%84%CF%85%CF%80%CE%BF:Authority_control	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://el.wikiquote.org/wiki/%CE%A0%CF%81%CF%8C%CF%84%CF%85%CF%80%CE%BF:Authority_control	http://schema.org/name	Πρότυπο:Authority control
https://el.wikiquote.org/wiki/%CE%A0%CF%81%CF%8C%CF%84%CF%85%CF%80%CE%BF:Authority_control	http://schema.org/isPartOf	https://el.wikiquote.org/
https://el.wikisource.org/wiki/%CE%A0%CF%81%CF%8C%CF%84%CF%85%CF%80%CE%BF:Authority_control	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://el.wikisource.org/wiki/%CE%A0%CF%81%CF%8C%CF%84%CF%85%CF%80%CE%BF:Authority_control	http://schema.org/inLanguage	el
https://el.wikisource.org/wiki/%CE%A0%CF%81%CF%8C%CF%84%CF%85%CF%80%CE%BF:Authority_control	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://el.wikisource.org/wiki/%CE%A0%CF%81%CF%8C%CF%84%CF%85%CF%80%CE%BF:Authority_control	http://schema.org/name	Πρότυπο:Authority control
https://el.wikisource.org/wiki/%CE%A0%CF%81%CF%8C%CF%84%CF%85%CF%80%CE%BF:Authority_control	http://schema.org/isPartOf	https://el.wikisource.org/
https://en.wikibooks.org/wiki/Template:Authority_control	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://en.wikibooks.org/wiki/Template:Authority_control	http://schema.org/inLanguage	en
https://en.wikibooks.org/wiki/Template:Authority_control	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://en.wikibooks.org/wiki/Template:Authority_control	http://schema.org/name	Template:Authority control
https://en.wikibooks.org/wiki/Template:Authority_control	http://schema.org/isPartOf	https://en.wikibooks.org/
https://en.wikipedia.org/wiki/Template:Authority_control	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://en.wikipedia.org/wiki/Template:Authority_control	http://schema.org/inLanguage	en
https://en.wikipedia.org/wiki/Template:Authority_control	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://en.wikipedia.org/wiki/Template:Authority_control	http://schema.org/name	Template:Authority control
https://en.wikipedia.org/wiki/Template:Authority_control	http://schema.org/isPartOf	https://en.wikipedia.org/
https://en.wikiquote.org/wiki/Template:Authority_control	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://en.wikiquote.org/wiki/Template:Authority_control	http://schema.org/inLanguage	en
https://en.wikiquote.org/wiki/Template:Authority_control	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://en.wikiquote.org/wiki/Template:Authority_control	http://schema.org/name	Template:Authority control
https://en.wikiquote.org/wiki/Template:Authority_control	http://schema.org/isPartOf	https://en.wikiquote.org/
https://en.wikisource.org/wiki/Template:Authority_control	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://en.wikisource.org/wiki/Template:Authority_control	http://schema.org/inLanguage	en
https://en.wikisource.org/wiki/Template:Authority_control	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://en.wikisource.org/wiki/Template:Authority_control	http://schema.org/name	Template:Authority control
https://en.wikisource.org/wiki/Template:Authority_control	http://schema.org/isPartOf	https://en.wikisource.org/
https://en.wikiversity.org/wiki/Template:Authority_control	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://en.wikiversity.org/wiki/Template:Authority_control	http://schema.org/inLanguage	en
https://en.wikiversity.org/wiki/Template:Authority_control	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://en.wikiversity.org/wiki/Template:Authority_control	http://schema.org/name	Template:Authority control
https://en.wikiversity.org/wiki/Template:Authority_control	http://schema.org/isPartOf	https://en.wikiversity.org/
https://en.wikivoyage.org/wiki/Template:Authority_control	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://en.wikivoyage.org/wiki/Template:Authority_control	http://schema.org/inLanguage	en
https://en.wikivoyage.org/wiki/Template:Authority_control	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://en.wikivoyage.org/wiki/Template:Authority_control	http://schema.org/name	Template:Authority control
https://en.wikivoyage.org/wiki/Template:Authority_control	http://schema.org/isPartOf	https://en.wikivoyage.org/
https://species.wikimedia.org/wiki/Template:Authority_control	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://species.wikimedia.org/wiki/Template:Authority_control	http://schema.org/inLanguage	en
https://species.wikimedia.org/wiki/Template:Authority_control	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://species.wikimedia.org/wiki/Template:Authority_control	http://schema.org/name	Template:Authority control
https://species.wikimedia.org/wiki/Template:Authority_control	http://schema.org/isPartOf	https://species.wikimedia.org/
https://sq.wikipedia.org/wiki/Stampa:Authority_control	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://sq.wikipedia.org/wiki/Stampa:Authority_control	http://schema.org/inLanguage	sq
https://sq.wikipedia.org/wiki/Stampa:Authority_control	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://sq.wikipedia.org/wiki/Stampa:Authority_control	http://schema.org/name	Stampa:Authority control
https://sq.wikipedia.org/wiki/Stampa:Authority_control	http://schema.org/isPartOf	https://sq.wikipedia.org/
https://stq.wikipedia.org/wiki/Foarloage:Normdaten	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://stq.wikipedia.org/wiki/Foarloage:Normdaten	http://schema.org/inLanguage	stq
https://stq.wikipedia.org/wiki/Foarloage:Normdaten	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://stq.wikipedia.org/wiki/Foarloage:Normdaten	http://schema.org/name	Foarloage:Normdaten
https://stq.wikipedia.org/wiki/Foarloage:Normdaten	http://schema.org/isPartOf	https://stq.wikipedia.org/
https://su.wikipedia.org/wiki/Citakan:Authority_control	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://su.wikipedia.org/wiki/Citakan:Authority_control	http://schema.org/inLanguage	su
https://su.wikipedia.org/wiki/Citakan:Authority_control	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://su.wikipedia.org/wiki/Citakan:Authority_control	http://schema.org/name	Citakan:Authority control
https://su.wikipedia.org/wiki/Citakan:Authority_control	http://schema.org/isPartOf	https://su.wikipedia.org/
https://sv.wikipedia.org/wiki/Mall:Auktoritetsdata	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://sv.wikipedia.org/wiki/Mall:Auktoritetsdata	http://schema.org/inLanguage	sv
https://sv.wikipedia.org/wiki/Mall:Auktoritetsdata	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://sv.wikipedia.org/wiki/Mall:Auktoritetsdata	http://schema.org/name	Mall:Auktoritetsdata
https://sv.wikipedia.org/wiki/Mall:Auktoritetsdata	http://schema.org/isPartOf	https://sv.wikipedia.org/
https://ta.wikisource.org/wiki/%E0%AE%B5%E0%AE%BE%E0%AE%B0%E0%AF%8D%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AF%81%E0%AE%B0%E0%AF%81:Authority_control	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://ta.wikisource.org/wiki/%E0%AE%B5%E0%AE%BE%E0%AE%B0%E0%AF%8D%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AF%81%E0%AE%B0%E0%AF%81:Authority_control	http://schema.org/inLanguage	ta
https://ta.wikisource.org/wiki/%E0%AE%B5%E0%AE%BE%E0%AE%B0%E0%AF%8D%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AF%81%E0%AE%B0%E0%AF%81:Authority_control	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://ta.wikisource.org/wiki/%E0%AE%B5%E0%AE%BE%E0%AE%B0%E0%AF%8D%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AF%81%E0%AE%B0%E0%AF%81:Authority_control	http://schema.org/name	வார்ப்புரு:Authority control
https://ta.wikisource.org/wiki/%E0%AE%B5%E0%AE%BE%E0%AE%B0%E0%AF%8D%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AF%81%E0%AE%B0%E0%AF%81:Authority_control	http://schema.org/isPartOf	https://ta.wikisource.org/
https://te.wikipedia.org/wiki/%E0%B0%AE%E0%B1%82%E0%B0%B8:Authority_control	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://te.wikipedia.org/wiki/%E0%B0%AE%E0%B1%82%E0%B0%B8:Authority_control	http://schema.org/inLanguage	te
https://te.wikipedia.org/wiki/%E0%B0%AE%E0%B1%82%E0%B0%B8:Authority_control	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://te.wikipedia.org/wiki/%E0%B0%AE%E0%B1%82%E0%B0%B8:Authority_control	http://schema.org/name	మూస:Authority control
https://te.wikipedia.org/wiki/%E0%B0%AE%E0%B1%82%E0%B0%B8:Authority_control	http://schema.org/isPartOf	https://te.wikipedia.org/
https://tg.wikipedia.org/wiki/%D0%A8%D0%B0%D0%B1%D0%BB%D0%BE%D0%BD:%D0%9F%D0%B0%D0%B9%D0%B2%D0%B0%D0%BD%D0%B4%D2%B3%D0%BE%D0%B8_%D0%B1%D0%B5%D1%80%D1%83%D0%BD%D0%B0	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://tg.wikipedia.org/wiki/%D0%A8%D0%B0%D0%B1%D0%BB%D0%BE%D0%BD:%D0%9F%D0%B0%D0%B9%D0%B2%D0%B0%D0%BD%D0%B4%D2%B3%D0%BE%D0%B8_%D0%B1%D0%B5%D1%80%D1%83%D0%BD%D0%B0	http://schema.org/inLanguage	tg
