Language1, Language2, SimilarityScore, Kernel, Time
id, id, 1.0, 4.072038277742212, 0.0016143321990966797
id, fr, 0.4451745609243589, 1.6056951839830411, 0.0013697147369384766
id, mr, 1.0, 1.0225000000000009, 0.00011754035949707031
id, tr, 0.5330424957791334, 1.2951605188276325, 0.0007545948028564453
id, lv, 0.6524007805500077, 1.104098397150488, 0.0002930164337158203
id, el, 0.6908587525207898, 1.1535567010309264, 0.00035500526428222656
id, es, 0.20988876588329025, 1.729361681385207, 0.0012962818145751953
id, pl, 0.2277818296285952, 1.5275809174443207, 0.0010967254638671875
id, vi, 0.6440246116490975, 1.174438333492538, 0.0004324913024902344
id, de, 0.33858526306746056, 1.5928428684536202, 0.0013284683227539062
id, ml, 1.0, 1.0225000000000009, 0.00011324882507324219
id, sh, 0.3163660703706156, 1.5759664035768541, 0.0008804798126220703
id, nl, 0.2441903662775834, 1.7197687337266632, 0.0011093616485595703
id, pt, 0.22711202379442968, 1.8100237042168756, 0.0014050006866455078
id, ro, 0.49037163617334667, 1.3429312933905508, 0.0006444454193115234
id, ja, 0.2717223475627438, 1.4164766219283795, 0.0010356903076171875
id, simple, 0.3304816037920752, 1.1792940660534774, 0.00045609474182128906
id, it, 0.4406169940076236, 1.640496611216061, 0.001415252685546875
id, he, 0.2865235094275535, 1.2649285054440198, 0.0005848407745361328
id, da, 0.2870003226308901, 1.1772233686663305, 0.0005753040313720703
id, en, 0.24969561233595036, 1.9604664748215241, 0.0018525123596191406
id, sr, 0.29131660532194753, 1.3626071763807641, 0.0010035037994384766
id, sv, 0.2583881369074273, 1.427123127868462, 0.0009882450103759766
id, ckb, 0.6969299174128458, 1.0585074242111783, 0.0002117156982421875
id, ru, 0.27239742686071267, 1.4662727532608781, 0.0013484954833984375
id, hi, 0.6808074713004874, 1.127668924793022, 0.0003838539123535156
id, arz, 1.0, 1.0, 7.772445678710938e-05
id, bs, 1.0, 1.0225000000000009, 0.0001323223114013672
id, zh, 0.280053280616123, 1.418974898264743, 0.0011515617370605469
id, mk, 1.0, 1.0225000000000009, 0.00011229515075683594
id, hu, 0.7923051441994399, 1.2545888229154376, 0.0005593299865722656
id, ko, 0.2820458315080919, 1.395211267345346, 0.0011322498321533203
id, war, 1.0, 1.0, 8.368492126464844e-05
fr, fr, 1.0, 5.735227252097975, 0.014226675033569336
fr, mr, 0.5660160774121898, 1.0391304347826091, 0.00014257431030273438
fr, tr, 0.35447564408461424, 1.450815535900232, 0.0010881423950195312
fr, lv, 0.5088000208056077, 1.138562600752282, 0.00036025047302246094
fr, el, 0.4925554730992875, 1.3572440349395505, 0.001130819320678711
fr, es, 0.22691574521278346, 2.7905741870004084, 0.0072786808013916016
fr, pl, 0.30746692378218704, 1.9374728067059277, 0.06619834899902344
fr, vi, 0.4760530143124139, 1.2945851712781071, 0.0006186962127685547
fr, de, 0.2436026166879281, 2.5301547318692683, 0.040541887283325195
fr, ml, 1.0, 1.0225000000000009, 0.00016546249389648438
fr, sh, 0.5322598104063397, 1.4338526035594168, 0.0015118122100830078
fr, nl, 0.23741370935857875, 2.731173273636678, 0.003623485565185547
fr, pt, 0.21007240789326942, 2.6255829889407556, 0.00475001335144043
fr, ro, 0.42251792626267376, 1.3841143424570441, 0.0010035037994384766
fr, ja, 0.347734976401697, 1.6575293666640418, 0.002910137176513672
fr, simple, 0.49480585055299503, 1.6118111655838978, 0.0007581710815429688
fr, it, 0.2199136490704716, 2.4075524410722653, 0.006863594055175781
fr, he, 0.4260628733605946, 1.3938406441770717, 0.0013225078582763672
fr, da, 0.26066345268406377, 1.4122352444200064, 0.0012173652648925781
fr, en, 0.17014695364346796, 3.4576244154734077, 0.012593269348144531
fr, sr, 0.4835864638431159, 1.5383637902913063, 0.0016505718231201172
fr, sv, 0.31108398189430925, 2.0383940984835176, 0.002046346664428711
fr, ckb, 0.8686137050625053, 1.0692152466367717, 0.0002830028533935547
fr, ru, 0.3085964525548217, 1.8616921416153194, 0.004510641098022461
fr, hi, 0.5384064897344565, 1.1751408463256, 0.0005097389221191406
fr, arz, 1.0, 1.0, 0.00010371208190917969
fr, bs, 0.5660160774121898, 1.0391304347826091, 0.0001552104949951172
fr, zh, 0.3731737789358752, 1.5612723827642685, 0.0020973682403564453
fr, mk, 0.5660160774121898, 1.0391304347826091, 0.0001506805419921875
fr, hu, 0.527195113642093, 1.4438889466876523, 0.0012819766998291016
fr, ko, 0.35209188843461664, 1.5299459418431545, 0.001974344253540039
fr, war, 1.0, 1.0, 0.00012421607971191406
mr, mr, 1.0, 1.0225000000000009, 0.00014138221740722656
mr, tr, 1.0, 1.0225000000000009, 0.00013136863708496094
mr, lv, 1.0, 1.0225000000000009, 0.00012946128845214844
mr, el, 1.0, 1.0, 7.605552673339844e-05
mr, es, 0.5660160774121898, 1.0391304347826091, 0.0001456737518310547
mr, pl, 1.0, 1.0225000000000009, 0.0001366138458251953
mr, vi, 1.0, 1.0225000000000009, 0.0001327991485595703
mr, de, 0.8216064286890065, 1.015789473684211, 0.0001513957977294922
mr, ml, 0.0, 0.0, 0.0001513957977294922
mr, sh, 1.0, 1.0225000000000009, 0.00015044212341308594
mr, nl, 1.0, 1.0225000000000009, 0.00013875961303710938
mr, pt, 0.5042139125013491, 1.1500000000000004, 0.00015020370483398438
mr, ro, 1.0, 1.0225000000000009, 0.0001373291015625
mr, ja, 1.0, 1.0225000000000009, 0.0001323223114013672
mr, simple, 1.0, 1.0225000000000009, 0.00013184547424316406
mr, it, 1.0, 1.0225000000000009, 0.00018715858459472656
mr, he, 1.0, 1.0225000000000009, 0.0001373291015625
mr, da, 1.0, 1.0225000000000009, 0.00014472007751464844
mr, en, 0.5660160774121898, 1.0391304347826091, 0.0002071857452392578
mr, sr, 1.0, 1.0225000000000009, 0.0001342296600341797
mr, sv, 0.5660160774121898, 1.0391304347826091, 0.0001316070556640625
mr, ckb, 1.0, 1.0, 7.653236389160156e-05
mr, ru, 1.0, 1.0225000000000009, 0.00013017654418945312
mr, hi, 1.0, 1.0, 7.534027099609375e-05
mr, arz, 0.0, 0.0, 7.534027099609375e-05
mr, bs, 1.0, 1.0, 9.822845458984375e-05
mr, zh, 1.0, 1.0, 8.034706115722656e-05
mr, mk, 1.0, 1.0, 8.0108642578125e-05
mr, hu, 1.0, 1.0225000000000009, 0.00013780593872070312
mr, ko, 1.0, 1.0225000000000009, 0.0001342296600341797
mr, war, 1.0, 1.0, 7.987022399902344e-05
tr, tr, 1.0, 2.762462269072894, 0.0014219284057617188
tr, lv, 0.4377367103295498, 1.1030805295091022, 0.0003185272216796875
tr, el, 0.41360553468474, 1.2514876476906545, 0.0005803108215332031
tr, es, 0.28028932659790085, 1.7014362710789053, 0.0013494491577148438
tr, pl, 0.3553414102283724, 1.4414212751192994, 0.0009644031524658203
tr, vi, 0.6607463804004619, 1.2300087684091159, 0.0005803108215332031
tr, de, 0.33379998386576804, 1.500912133500055, 0.0012068748474121094
tr, ml, 1.0, 1.0225000000000009, 0.0001723766326904297
tr, sh, 0.5445023092670783, 1.3964586884457104, 0.001062631607055664
tr, nl, 0.3442141247461355, 1.3744744814790302, 0.0008382797241210938
tr, pt, 0.24552014668680477, 1.7777254759034151, 0.001222848892211914
tr, ro, 0.4346994349819357, 1.347585067850338, 0.0005276203155517578
tr, ja, 0.5415069430832053, 1.320016154881243, 0.0010287761688232422
tr, simple, 0.6484779874215335, 1.1544363181756283, 0.0003819465637207031
tr, it, 0.45832393666322446, 1.454085172143863, 0.0012471675872802734
tr, he, 0.6161562425375515, 1.19680368283357, 0.0005550384521484375
tr, da, 0.6534293043590567, 1.2433555851174765, 0.0006043910980224609
tr, en, 0.3079283885159515, 2.420229996431918, 0.0014281272888183594
tr, sr, 0.6074988986100971, 1.2635658292369236, 0.0008833408355712891
tr, sv, 0.28394773659276895, 1.3740235530054021, 0.0007913112640380859
tr, ckb, 0.7690990303325336, 1.0635567010309286, 0.00025773048400878906
tr, ru, 0.38467415090861057, 1.4533059635677996, 0.0012097358703613281
tr, hi, 0.6567427706238904, 1.1333003907147765, 0.000431060791015625
tr, arz, 1.0, 1.0, 8.630752563476562e-05
tr, bs, 1.0, 1.0225000000000009, 0.00014019012451171875
tr, zh, 0.5930135643557759, 1.3093582756022517, 0.0010306835174560547
tr, mk, 1.0, 1.0225000000000009, 0.00015044212341308594
tr, hu, 0.6329301716590373, 1.180244019138755, 0.0005750656127929688
tr, ko, 0.5625567996014847, 1.273964466649213, 0.0009579658508300781
tr, war, 1.0, 1.0, 9.059906005859375e-05
lv, lv, 1.0, 1.1349999999999978, 0.0004200935363769531
