Language1, Language2, SimilarityScore, Time
pt, pt, 1.0, 7.319450378417969e-05
pt, en, 0.25, 4.9114227294921875e-05
pt, sv, 0.0, 2.3126602172851562e-05
pt, union, 0.4878048780487805, 5.841255187988281e-05
en, en, 1.0, 4.982948303222656e-05
en, sv, 0.0, 2.7894973754882812e-05
en, union, 0.7317073170731707, 6.031990051269531e-05
sv, sv, 1.0, 9.298324584960938e-06
sv, union, 0.024390243902439025, 3.814697265625e-05
union, union, 1.0, 7.05718994140625e-05
