Root path: ../../graphs/oecdTopics/
Sample Size: 100

type; dataset; language; mean; stdgml; work; fr; 0.5; 0.0
gml; work; es; 0.5; 0.0
gml; dialect; el; 0.5; 0.0
gml; dialect; es; 0.5004247104247105; 0.000799703288695287
gml; dialect; pl; 0.5044655576147175; 0.0016819638416675502
gml; dialect; vi; 0.5; 0.0
gml; dialect; de; 0.5014064685564132; 0.000672303876373804
gml; dialect; ml; 0.5; 0.0
gml; dialect; sh; 0.5025999999999999; 0.0067260686883201005
gml; dialect; nl; 0.502954075134592; 0.0006611956498921855
gml; dialect; si; 0.5; 0.0
gml; dialect; pt; 0.5060282302178184; 0.0011163389438297608
gml; dialect; ro; 0.5027272727272727; 0.010794856442761734
gml; dialect; ja; 0.5; 0.0
gml; dialect; simple; 0.5039488636363637; 0.007019153774792745
gml; dialect; it; 0.5222169588824673; 0.0010156443734924225
gml; dialect; ceb; 0.5; 0.0
gml; dialect; he; 0.5; 0.0
gml; dialect; da; 0.5035797779076563; 0.0053012182941096124
gml; dialect; en; 0.5083753426323327; 0.0002522998530697266
gml; dialect; sr; 0.5; 0.0
gml; dialect; sv; 0.5080851607438227; 0.0017441764123540431
gml; dialect; ckb; 0.5; 0.0
gml; dialect; ru; 0.5; 0.0
gml; dialect; hi; 0.5; 0.0
gml; dialect; arz; 0.5; 0.0
gml; dialect; bs; 0.5; 0.0
gml; dialect; te; 0.5; 0.0
gml; dialect; zh; 0.5; 0.0
gml; dialect; mk; 0.5; 0.0
gml; dialect; hu; 0.5042735212656099; 0.0037143001580159096
gml; dialect; ko; 0.5; 0.0
gml; dialect; war; 0.5; 0.0
gml; coat of arms; id; 0.6460872022585218; 0.00834315202525758
gml; coat of arms; fr; 0.5144954982963094; 0.0013573311740842288
gml; coat of arms; tr; 0.5; 0.0
gml; coat of arms; lv; 0.5; 0.0
gml; coat of arms; el; 0.5; 0.0
gml; coat of arms; es; 0.500117773019272; 0.00033499973976792584
gml; coat of arms; pl; 0.5047297808184183; 8.97125632681077e-05
gml; coat of arms; vi; 0.5; 0.0
gml; coat of arms; de; 0.5036440122285516; 0.000775054261285336
gml; coat of arms; sh; 0.535938917366235; 0.0061169127305308
gml; coat of arms; nl; 0.5056040587879012; 0.0007574892824014531
gml; coat of arms; pt; 0.5; 0.0
gml; coat of arms; ro; 0.5094348659003831; 0.011879449762171021
gml; coat of arms; ja; 0.5; 0.0
gml; coat of arms; simple; 0.5; 0.0
gml; coat of arms; it; 0.5284110380299114; 0.0011955437195899188
gml; coat of arms; he; 0.5; 0.0
gml; coat of arms; da; 0.5; 0.0
gml; coat of arms; en; 0.5075818093396041; 0.0005269358796627211
gml; coat of arms; sr; 0.5; 0.0
gml; coat of arms; sv; 0.5028385082914311; 0.0015584463382133378
gml; coat of arms; ru; 0.5; 0.0
gml; coat of arms; hi; 0.5; 0.0
gml; coat of arms; arz; 0.5; 0.0
gml; coat of arms; bs; 0.5337633377465366; 0.005966694316302625
gml; coat of arms; zh; 0.5; 0.0
gml; coat of arms; mk; 0.5; 0.0
gml; coat of arms; hu; 0.5; 0.0
gml; coat of arms; ko; 0.5; 0.0
gml; chemical compound; id; 0.5063877906376046; 0.0008633292727801943
gml; chemical compound; fr; 0.5022010791444618; 0.0003625482096046453
gml; chemical compound; mr; 0.5; 0.0
gml; chemical compound; tr; 0.5067389120079042; 0.0012275028604882571
gml; chemical compound; lv; 0.5014631999217339; 0.0014448135718567274
gml; chemical compound; el; 0.5; 0.0
gml; chemical compound; es; 0.5013928801444069; 0.0004984606012380152
gml; chemical compound; pl; 0.5038468063993623; 0.0005112150417794973
gml; chemical compound; vi; 0.5030525046254296; 0.0006869659759304765
gml; chemical compound; de; 0.5010150926234416; 0.0003208680379044158
gml; chemical compound; ml; 0.5; 0.0
gml; chemical compound; sh; 0.5025093999968095; 0.0002867465922617372
gml; chemical compound; nl; 0.5021087217978559; 0.0005319468165067405
gml; chemical compound; si; 0.5; 0.0
gml; chemical compound; pt; 0.5013225393002115; 0.00044320805131500536
gml; chemical compound; ro; 0.5042569769209309; 0.0008772497972724224
gml; chemical compound; ja; 0.5; 0.0
gml; chemical compound; simple; 0.5024287923336673; 0.0011848517037438778
gml; chemical compound; it; 0.5041382474898228; 0.00041488080836082816
gml; chemical compound; ceb; 0.5; 0.0
gml; chemical compound; he; 0.5; 0.0
gml; chemical compound; da; 0.5029564522322894; 0.001581225481354822
gml; chemical compound; en; 0.5062512408264955; 0.00031991810809256646
gml; chemical compound; sr; 0.5022224085260195; 0.0003159456243850751
gml; chemical compound; sv; 0.5025060813448651; 0.0007032451486093629
gml; chemical compound; ckb; 0.5; 0.0
gml; chemical compound; ru; 0.5; 0.0
gml; chemical compound; hi; 0.5; 0.0
gml; chemical compound; arz; 0.5; 0.0
gml; chemical compound; bs; 0.5129323249216471; 0.002193962288770852
gml; chemical compound; te; 0.5; 0.0
gml; chemical compound; zh; 0.5; 0.0
gml; chemical compound; mk; 0.5; 0.0
gml; chemical compound; hu; 0.5026490054257815; 0.0006930734544303438
gml; chemical compound; ko; 0.5; 0.0
gml; chemical compound; war; 0.502; 0.014
gml; thermodynamic process; id; 0.5926969696969696; 0.056332012959895775
gml; thermodynamic process; fr; 0.6307004284182695; 0.04019380430676237
gml; thermodynamic process; mr; 0.5; 0.0
gml; thermodynamic process; tr; 0.5; 0.0
gml; thermodynamic process; lv; 0.5; 0.0
gml; thermodynamic process; el; 0.5; 0.0
gml; thermodynamic process; es; 0.5; 0.0
gml; thermodynamic process; pl; 0.7446619797041625; 0.04798375691393007
gml; thermodynamic process; vi; 0.5; 0.0
gml; thermodynamic process; de; 0.5; 0.0
gml; thermodynamic process; sh; 0.525; 0.10897247358851687
gml; thermodynamic process; nl; 0.5837579087579087; 0.04928645546209253
gml; thermodynamic process; si; 0.5; 0.0
gml; thermodynamic process; pt; 0.5; 0.0
gml; thermodynamic process; ro; 0.5276190476190475; 0.0390824467213013
gml; thermodynamic process; ja; 0.5; 0.0
gml; thermodynamic process; simple; 0.5; 0.0
gml; thermodynamic process; it; 0.5921471861471861; 0.06029365275784015
gml; thermodynamic process; he; 0.5; 0.0
gml; thermodynamic process; da; 0.5366666666666666; 0.06904105059069324
gml; thermodynamic process; en; 0.5599467371597807; 0.029402924892252248
gml; thermodynamic process; sr; 0.5; 0.0
gml; thermodynamic process; sv; 0.6488094405594406; 0.05680847680050185
gml; thermodynamic process; ckb; 0.5; 0.0
gml; thermodynamic process; ru; 0.5; 0.0
gml; thermodynamic process; hi; 0.5; 0.0
gml; thermodynamic process; bs; 1.0; 0.0
gml; thermodynamic process; zh; 0.5; 0.0
gml; thermodynamic process; mk; 0.5; 0.0
gml; thermodynamic process; hu; 0.5; 0.0
gml; thermodynamic process; ko; 0.5; 0.0
gml; standard language; id; 0.51; 0.029999999999999995
gml; standard language; fr; 0.507; 0.025514701644346147
gml; standard language; mr; 0.5; 0.0
gml; standard language; tr; 0.5; 0.0
gml; standard language; lv; 0.5; 0.0
gml; standard language; el; 0.5; 0.0
gml; standard language; es; 0.5156150793650793; 0.03241319662684742
gml; standard language; pl; 0.515; 0.03570714214271425
gml; standard language; vi; 0.51; 0.06999999999999999
gml; standard language; de; 0.512; 0.032496153618543834
gml; standard language; ml; 0.5; 0.0
gml; standard language; sh; 0.515; 0.08529361054615991
gml; standard language; nl; 0.5116666666666666; 0.042524502740576904
gml; standard language; si; 0.5; 0.0
gml; standard language; pt; 0.5; 0.0
gml; standard language; ro; 0.5709047619047618; 0.061970276687648936
gml; standard language; ja; 0.5; 0.0
gml; standard language; simple; 0.54; 0.13564659966250536
gml; standard language; it; 0.5085714285714286; 0.023211538298959875
gml; standard language; ceb; 0.5; 0.0
gml; standard language; he; 0.5; 0.0
gml; standard language; da; 0.5366666666666666; 0.08020806277010643
gml; standard language; en; 0.5202108695652174; 0.01824197059471162
gml; standard language; sr; 0.5; 0.0
gml; standard language; sv; 0.54; 0.09165151389911678
gml; standard language; ckb; 0.5; 0.0
gml; standard language; ru; 0.5; 0.0
gml; standard language; hi; 0.5; 0.0
gml; standard language; arz; 0.5; 0.0
gml; standard language; bs; 0.5; 0.0
gml; standard language; te; 0.5; 0.0
gml; standard language; zh; 0.5; 0.0
gml; standard language; mk; 0.5; 0.0
gml; standard language; hu; 0.5245; 0.04716725559114075
gml; standard language; ko; 0.5; 0.0
gml; standard language; war; 0.5; 0.0
gml; neutron star; fr; 0.5; 0.0
gml; neutron star; tr; 0.5; 0.0
gml; neutron star; es; 0.5; 0.0
gml; neutron star; pl; 0.5; 0.0
gml; neutron star; vi; 0.5; 0.0
gml; neutron star; de; 0.5; 0.0
gml; neutron star; nl; 0.5; 0.0
gml; neutron star; pt; 0.5; 0.0
gml; neutron star; ja; 0.5; 0.0
gml; neutron star; da; 0.5; 0.0
gml; neutron star; en; 0.5; 0.0
gml; neutron star; sv; 0.5; 0.0
gml; neutron star; ru; 0.5; 0.0
gml; neutron star; bs; 0.5; 0.0
gml; neutron star; zh; 0.5; 0.0
gml; neutron star; ko; 0.5; 0.0
gml; ceramic; id; 0.5; 0.0
gml; ceramic; fr; 0.5; 0.0
gml; ceramic; tr; 0.5; 0.0
gml; ceramic; el; 0.5; 0.0
gml; ceramic; es; 0.5; 0.0
gml; ceramic; pl; 0.5; 0.0
gml; ceramic; de; 0.5; 0.0
gml; ceramic; nl; 0.5; 0.0
gml; ceramic; pt; 0.5; 0.0
gml; ceramic; ja; 0.5; 0.0
gml; ceramic; it; 0.5; 0.0
gml; ceramic; he; 0.5; 0.0
gml; ceramic; da; 0.5; 0.0
gml; ceramic; en; 0.5016666666666666; 0.016583123951777
gml; ceramic; sr; 0.5; 0.0
gml; ceramic; sv; 0.5; 0.0
gml; ceramic; ru; 0.5; 0.0
gml; ceramic; zh; 0.5; 0.0
gml; law; id; 0.505; 0.049749371855330994
gml; law; fr; 0.501; 0.00994987437106619
gml; law; mr; 0.5; 0.0
gml; law; tr; 0.5; 0.0
gml; law; el; 0.5; 0.0
gml; law; es; 0.5; 0.0
gml; law; pl; 0.5; 0.0
gml; law; vi; 0.5; 0.0
gml; law; de; 0.5002173913043478; 0.002163016167623086
gml; law; ml; 0.5; 0.0
gml; law; sh; 0.5; 0.0
gml; law; nl; 0.5; 0.0
gml; law; si; 0.5; 0.0
gml; law; pt; 0.5; 0.0
gml; law; ro; 0.5; 0.0
gml; law; ja; 0.5; 0.0
gml; law; simple; 0.5239393939393939; 0.03146120090737851
gml; law; it; 0.5068123827392119; 0.009622184755078922
gml; law; he; 0.5; 0.0
gml; law; da; 0.505; 0.049749371855330994
gml; law; en; 0.5233948414699955; 0.0013758104056320539
gml; law; sr; 0.5; 0.0
gml; law; sv; 0.5; 0.0
gml; law; ckb; 0.5; 0.0
gml; law; ru; 0.5; 0.0
gml; law; hi; 0.5; 0.0
gml; law; bs; 0.5; 0.0
gml; law; te; 0.5; 0.0
gml; law; zh; 0.5; 0.0
gml; law; mk; 0.5; 0.0
gml; law; hu; 0.5; 0.0
gml; law; ko; 0.5; 0.0
gml; law; war; 0.5; 0.0
gml; history; id; 0.5; 0.0
gml; history; fr; 0.5; 0.0
gml; history; tr; 0.5; 0.0
gml; history; es; 0.5; 0.0
gml; history; pl; 0.5; 0.0
gml; history; vi; 0.5; 0.0
gml; history; de; 0.5; 0.0
gml; history; sh; 0.5; 0.0
gml; history; nl; 0.5; 0.0
gml; history; pt; 0.5; 0.0
gml; history; ro; 0.5; 0.0
gml; history; ja; 0.5; 0.0
gml; history; simple; 0.5; 0.0
gml; history; it; 0.5055; 0.029912372022292043
gml; history; he; 0.5; 0.0
gml; history; da; 0.5; 0.0
gml; history; en; 0.5003846153846154; 0.0038268747581023817
gml; history; sr; 0.5; 0.0
gml; history; sv; 0.5; 0.0
gml; history; ru; 0.5; 0.0
gml; history; bs; 0.5; 0.0
gml; history; zh; 0.5; 0.0
gml; history; mk; 0.5; 0.0
gml; history; hu; 0.5; 0.0
gml; history; ko; 0.5; 0.0
gml; social conflict; es; 0.5; 0.0
gml; social conflict; en; 0.5; 0.0
gml; history of music; pl; 0.5; 0.0
gml; history of music; en; 0.5; 0.0
gml; term; id; 0.5007142857142857; 0.003113499245386185
gml; term; fr; 0.5001351351351352; 0.0013445776177116462
gml; term; mr; 0.5; 0.0
gml; term; tr; 0.5; 0.0
gml; term; lv; 0.5; 0.0
gml; term; el; 0.5; 0.0
gml; term; es; 0.5002325581395349; 0.001627906976744189
gml; term; pl; 0.5; 0.0
gml; term; vi; 0.5; 0.0
gml; term; de; 0.5001739130434782; 0.0008519964322724048
gml; term; ml; 0.5; 0.0
gml; term; sh; 0.501; 0.00994987437106619
gml; term; nl; 0.5; 0.0
gml; term; si; 0.5; 0.0
gml; term; pt; 0.5003846153846153; 0.0021870156550297336
gml; term; ro; 0.5; 0.0
gml; term; ja; 0.5; 0.0
gml; term; simple; 0.5; 0.0
gml; term; it; 0.5001162790697674; 0.00115696213617049
gml; term; ceb; 0.5; 0.0
gml; term; he; 0.5; 0.0
gml; term; da; 0.502; 0.013999999999999997
gml; term; en; 0.5001863287553932; 0.0005230997649538159
gml; term; sr; 0.5; 0.0
gml; term; sv; 0.5001851851851852; 0.0018425693279752184
gml; term; ckb; 0.5; 0.0
gml; term; ru; 0.5; 0.0
gml; term; hi; 0.5; 0.0
gml; term; arz; 0.5; 0.0
gml; term; bs; 0.5033333333333333; 0.023333333333333324
gml; term; te; 0.5; 0.0
gml; term; zh; 0.5; 0.0
gml; term; mk; 0.5; 0.0
gml; term; hu; 0.5; 0.0
gml; term; ko; 0.5; 0.0
gml; term; war; 0.545; 0.14309088021254185
gml; gender; fr; 0.5; 0.0
gml; gender; es; 0.5; 0.0
gml; gender; pl; 0.5; 0.0
gml; gender; de; 0.5; 0.0
gml; gender; pt; 0.5; 0.0
gml; gender; ro; 0.5; 0.0
gml; gender; ja; 0.5; 0.0
gml; gender; simple; 0.5; 0.0
gml; gender; it; 0.5; 0.0
gml; gender; he; 0.5; 0.0
gml; gender; en; 0.627; 0.107568582773968
gml; gender; sr; 0.5; 0.0
gml; gender; zh; 0.5; 0.0
gml; gender; ko; 0.5; 0.0
gml; symptom; id; 0.5038140468953539; 0.006677382670257297
gml; symptom; fr; 0.5035434139544382; 0.002090551394077177
gml; symptom; mr; 0.5; 0.0
gml; symptom; tr; 0.5013809523809524; 0.00844604054613932
gml; symptom; lv; 0.5035714285714286; 0.01556749622693097
gml; symptom; el; 0.5; 0.0
gml; symptom; es; 0.5025250716651359; 0.002511929837513238
gml; symptom; pl; 0.5023182000306653; 0.0034374122236911337
gml; symptom; vi; 0.5; 0.0
gml; symptom; de; 0.5023965484752275; 0.0029219262447355947
gml; symptom; ml; 0.5; 0.0
gml; symptom; sh; 0.5807880317885225; 0.005784364579790334
gml; symptom; nl; 0.5030862775115446; 0.0031511331954050133
gml; symptom; si; 0.5; 0.0
gml; symptom; pt; 0.521415852707403; 0.0023515884514949638
gml; symptom; ro; 0.5016666666666667; 0.009477067838462215
gml; symptom; ja; 0.5; 0.0
gml; symptom; simple; 0.5031596638655462; 0.006637187370912178
gml; symptom; it; 0.5064926660167213; 0.0028384138188859583
gml; symptom; ceb; 0.5; 0.0
gml; symptom; he; 0.5; 0.0
gml; symptom; da; 0.500909090909091; 0.0063636363636363595
gml; symptom; en; 0.5094224360232191; 0.0017702310666378863
gml; symptom; sr; 0.5065634488123819; 0.00441065706791366
gml; symptom; sv; 0.5027027166574043; 0.003323285189636589
gml; symptom; ckb; 0.5; 0.0
gml; symptom; ru; 0.5; 0.0
gml; symptom; hi; 0.5; 0.0
gml; symptom; arz; 0.5; 0.0
gml; symptom; bs; 0.505; 0.049749371855330994
gml; symptom; te; 0.5; 0.0
gml; symptom; zh; 0.5; 0.0
gml; symptom; mk; 0.5; 0.0
gml; symptom; hu; 0.5085714285714286; 0.011844345874922156
gml; symptom; ko; 0.5; 0.0
gml; symptom; war; 0.5; 0.0
gml; cancer; fr; 0.5; 0.0
gml; cancer; de; 0.5; 0.0
gml; cancer; it; 0.5; 0.0
gml; cancer; en; 0.5; 0.0
gml; Jewish people; fr; 0.5; 0.0
gml; Jewish people; tr; 0.5; 0.0
gml; Jewish people; es; 0.5; 0.0
gml; Jewish people; pl; 0.5; 0.0
gml; Jewish people; de; 0.5; 0.0
gml; Jewish people; nl; 0.5; 0.0
gml; Jewish people; pt; 0.5; 0.0
gml; Jewish people; ja; 0.5; 0.0
gml; Jewish people; it; 0.5; 0.0
gml; Jewish people; he; 0.5; 0.0
gml; Jewish people; en; 0.515; 0.0852936105461599
gml; Jewish people; sv; 0.5; 0.0
gml; Jewish people; ru; 0.5; 0.0
gml; archaeological site; id; 0.501636450986675; 0.0008560886868064564
gml; archaeological site; fr; 0.5011500224074565; 0.00031510715341649984
gml; archaeological site; mr; 0.5; 0.0
gml; archaeological site; tr; 0.5042315941152397; 0.0007899447493503076
gml; archaeological site; lv; 0.5005405405405405; 0.002648097019225052
gml; archaeological site; el; 0.5; 0.0
gml; archaeological site; es; 0.500423133816902; 0.00038490740102436934
gml; archaeological site; pl; 0.5007523769755322; 0.0006384362172191866
gml; archaeological site; vi; 0.501543963447155; 0.0009788780374930667
gml; archaeological site; de; 0.5002741182215641; 0.00021818663238100386
gml; archaeological site; ml; 0.5; 0.0
gml; archaeological site; sh; 0.5015935066546663; 0.0007807422911734859
gml; archaeological site; nl; 0.5007356996448545; 0.0005104806067229065
gml; archaeological site; si; 0.5; 0.0
gml; archaeological site; pt; 0.500991800490294; 0.0005908952138694994
gml; archaeological site; ro; 0.5032969432243194; 0.0014752303117312603
gml; archaeological site; ja; 0.5; 0.0
gml; archaeological site; simple; 0.501831906352853; 0.002546066163214878
gml; archaeological site; it; 0.5014869101458488; 0.0003056608362134849
gml; archaeological site; ceb; 0.5; 0.0
gml; archaeological site; he; 0.5; 0.0
gml; archaeological site; da; 0.504536495241677; 0.0012196755800169387
gml; archaeological site; en; 0.5028135371920879; 0.0002786009225685067
gml; archaeological site; sr; 0.5; 0.0
gml; archaeological site; sv; 0.5011148034596744; 0.0005458906456189436
gml; archaeological site; ckb; 0.5; 0.0
gml; archaeological site; ru; 0.5; 0.0
gml; archaeological site; hi; 0.5; 0.0
gml; archaeological site; arz; 0.5; 0.0
gml; archaeological site; bs; 0.5062910384672683; 0.004905891568512869
gml; archaeological site; te; 0.5; 0.0
gml; archaeological site; zh; 0.5; 0.0
gml; archaeological site; mk; 0.5; 0.0
gml; archaeological site; hu; 0.5024070712680091; 0.0008832290450495498
gml; archaeological site; ko; 0.5; 0.0
gml; archaeological site; war; 0.5; 0.0
gml; animal; id; 0.5; 0.0
gml; animal; fr; 0.51; 0.06999999999999999
gml; animal; mr; 0.5; 0.0
gml; animal; tr; 0.5; 0.0
gml; animal; lv; 0.5; 0.0
gml; animal; el; 0.5; 0.0
gml; animal; es; 0.5; 0.0
gml; animal; pl; 0.5; 0.0
gml; animal; vi; 0.5; 0.0
gml; animal; de; 0.5; 0.0
gml; animal; ml; 0.5; 0.0
gml; animal; sh; 0.5; 0.0
gml; animal; nl; 0.5; 0.0
gml; animal; pt; 0.5; 0.0
gml; animal; ro; 0.5; 0.0
gml; animal; ja; 0.5; 0.0
gml; animal; simple; 0.5; 0.0
gml; animal; it; 0.5; 0.0
gml; animal; he; 0.5; 0.0
gml; animal; da; 0.5; 0.0
gml; animal; en; 0.5283333333333332; 0.0392236161450224
gml; animal; sr; 0.5; 0.0
gml; animal; sv; 0.5; 0.0
gml; animal; ru; 0.5; 0.0
gml; animal; hi; 0.5; 0.0
gml; animal; arz; 0.5; 0.0
gml; animal; bs; 0.5; 0.0
gml; animal; te; 0.5; 0.0
gml; animal; zh; 0.5; 0.0
gml; animal; mk; 0.5; 0.0
gml; animal; hu; 0.5; 0.0
gml; animal; ko; 0.5; 0.0
gml; vocabulary; fr; 0.5; 0.0
gml; vocabulary; es; 0.5; 0.0
gml; vocabulary; de; 0.5; 0.0
gml; vocabulary; ro; 0.5; 0.0
gml; vocabulary; ja; 0.5; 0.0
gml; vocabulary; en; 0.5; 0.0
gml; vocabulary; ru; 0.5; 0.0
gml; vocabulary; zh; 0.5; 0.0
gml; vocabulary; hu; 0.5; 0.0
gml; Ancient Greece; es; 0.5; 0.0
gml; Ancient Greece; en; 0.5; 0.0
gml; stellar magnetic field; zh; 0.5; 0.0
gml; human behaviour; id; 0.5; 0.0
gml; human behaviour; fr; 0.53; 0.11874342087037916
gml; human behaviour; mr; 0.5; 0.0
gml; human behaviour; tr; 0.725; 0.248746859276655
gml; human behaviour; lv; 0.5; 0.0
gml; human behaviour; el; 0.5; 0.0
gml; human behaviour; es; 0.5349999999999999; 0.06788470618138764
gml; human behaviour; pl; 0.54; 0.13564659966250536
gml; human behaviour; vi; 0.5; 0.0
gml; human behaviour; de; 0.5; 0.0
gml; human behaviour; ml; 0.5; 0.0
gml; human behaviour; sh; 0.5; 0.0
gml; human behaviour; nl; 0.5; 0.0
gml; human behaviour; pt; 0.5; 0.0
gml; human behaviour; ro; 0.5; 0.0
gml; human behaviour; ja; 0.5; 0.0
gml; human behaviour; simple; 0.645; 0.1575066136177568
gml; human behaviour; it; 0.57; 0.17349351572897473
gml; human behaviour; he; 0.5; 0.0
gml; human behaviour; da; 0.5; 0.0
gml; human behaviour; en; 0.5133636363636362; 0.02319357990393742
gml; human behaviour; sr; 0.5; 0.0
gml; human behaviour; sv; 0.5; 0.0
gml; human behaviour; ru; 0.5; 0.0
gml; human behaviour; hi; 0.5; 0.0
gml; human behaviour; arz; 0.5; 0.0
gml; human behaviour; bs; 0.5; 0.0
gml; human behaviour; te; 0.5; 0.0
gml; human behaviour; zh; 0.5; 0.0
gml; human behaviour; mk; 0.5; 0.0
gml; human behaviour; hu; 0.765; 0.24954959426935555
gml; human behaviour; ko; 0.5; 0.0
gml; plant structure; id; 0.5171212641994558; 0.00875328393581793
gml; plant structure; fr; 0.5088533656736931; 0.0026047335727623884
gml; plant structure; mr; 0.5; 0.0
gml; plant structure; tr; 0.5101968854282536; 0.012935845911957957
gml; plant structure; lv; 0.5217504234895539; 0.019185896350830057
gml; plant structure; el; 0.5; 0.0
gml; plant structure; es; 0.5055211635027795; 0.003114882543280702
gml; plant structure; pl; 0.5047487460257691; 0.0024172479783491248
gml; plant structure; vi; 0.5; 0.0
gml; plant structure; de; 0.5067235519932983; 0.0029079189700739793
gml; plant structure; ml; 0.5; 0.0
gml; plant structure; sh; 0.52500880073437; 0.019113526278552152
gml; plant structure; nl; 0.5572585368403673; 0.001456872620196679
gml; plant structure; si; 0.5; 0.0
gml; plant structure; pt; 0.5043375394252569; 0.0030478776405287156
gml; plant structure; ro; 0.5159160401002506; 0.01934114210896771
gml; plant structure; ja; 0.5; 0.0
gml; plant structure; simple; 0.51401266973153; 0.009322939135760305
gml; plant structure; it; 0.5117655640260947; 0.0032331093634392623
gml; plant structure; he; 0.5; 0.0
gml; plant structure; da; 0.5227685475989848; 0.011888336639930086
