Root path: ../../graphsReduced/
Sample Size: 100

type; dataset; language; size; order; mean; std; rep0; rep1; rep2; rep3; rep4; rep5; rep6; rep7; rep8; rep9; rep10; rep11; rep12; rep13; rep14; rep15; rep16; rep17; rep18; rep19; rep20; rep21; rep22; rep23; rep24; rep25; rep26; rep27; rep28; rep29; rep30; rep31; rep32; rep33; rep34; rep35; rep36; rep37; rep38; rep39; rep40; rep41; rep42; rep43; rep44; rep45; rep46; rep47; rep48; rep49; rep50; rep51; rep52; rep53; rep54; rep55; rep56; rep57; rep58; rep59; rep60; rep61; rep62; rep63; rep64; rep65; rep66; rep67; rep68; rep69; rep70; rep71; rep72; rep73; rep74; rep75; rep76; rep77; rep78; rep79; rep80; rep81; rep82; rep83; rep84; rep85; rep86; rep87; rep88; rep89; rep90; rep91; rep92; rep93; rep94; rep95; rep96; rep97; rep98; rep99
gml; chemical element; id; 133; 15717; 0.9472190673987559; 0.0003649655615835501; 0.9476064150488362; 0.9469213158211833; 0.9473493866972063; 0.947377938517179; 0.9470924977402831; 0.9469498418436512; 0.9468072289156626; 0.9477492688515692; 0.9474921630094044; 0.9476064150488362; 0.9466646589369071; 0.9472637415621987; 0.9471495721345065; 0.9472637415621987; 0.9475492855850969; 0.9469498418436512; 0.9469498418436512; 0.9469783695848648; 0.9471781119112905; 0.9465506338643139; 0.947377938517179; 0.9474636043041865; 0.9481780888030887; 0.9464651330844273; 0.94769212216226; 0.9472637415621987; 0.9468927915173057; 0.9469213158211833; 0.9474350473205135; 0.9474350473205135; 0.9472351966249811; 0.9470924977402831; 0.9474636043041865; 0.9468927915173057; 0.9471781119112905; 0.9480922937716785; 0.9467787114845939; 0.9473208365981556; 0.9477492688515692; 0.9472351966249811; 0.9470924977402831; 0.947377938517179; 0.946750195771339; 0.9473208365981556; 0.9466076429668443; 0.9470354302241503; 0.9472637415621987; 0.9469498418436512; 0.947806422433288; 0.9466646589369071; 0.9471210340775559; 0.9472637415621987; 0.9480351057092016; 0.9466931694976509; 0.9470639631225333; 0.9472066534080636; 0.9467216817757431; 0.9478350018091908; 0.9475207234363224; 0.9472351966249811; 0.9470924977402831; 0.9468072289156626; 0.9474636043041865; 0.9476635514018691; 0.9471781119112905; 0.9472351966249811; 0.9474064920582297; 0.9470639631225333; 0.9475492855850969; 0.9476635514018691; 0.9465506338643139; 0.9475492855850969; 0.9470639631225333; 0.9475207234363224; 0.9471495721345065; 0.9469213158211833; 0.9471210340775559; 0.9473208365981556; 0.9474636043041865; 0.9472351966249811; 0.9471210340775559; 0.9468927915173057; 0.9467787114845939; 0.9477778447807996; 0.9472922882198717; 0.94769212216226; 0.9473493866972063; 0.9472637415621987; 0.9471210340775559; 0.9468927915173057; 0.9469213158211833; 0.946265691321232; 0.9470639631225333; 0.9473208365981556; 0.9473493866972063; 0.9473493866972063; 0.9472922882198717; 0.9478635829086632; 0.9466076429668443; 0.9474921630094044
gml; chemical element; fr; 156; 18208; 0.8881672410696295; 0.000664481417620666; 0.8881951219512195; 0.8881951219512195; 0.8876538695917123; 0.8882817835886428; 0.8886719703255406; 0.8880651611959226; 0.8878053537471353; 0.8873943027024392; 0.8873294346978557; 0.8875240671687261; 0.8880001950791289; 0.8878269985615721; 0.8867244569981494; 0.8876538695917123; 0.8876971455037418; 0.8878269985615721; 0.888368462138954; 0.8886936574175757; 0.8871781128949741; 0.8880001950791289; 0.8879568896149813; 0.8886502842919544; 0.8875673304248215; 0.8879568896149813; 0.8887370347773033; 0.8884118077579897; 0.8879352384667902; 0.8876755070202809; 0.8868108318721996; 0.8867028659085929; 0.8888671922673241; 0.8875240671687261; 0.8885635507405508; 0.8876755070202809; 0.8885201903135294; 0.8888888888888888; 0.8883901344197507; 0.8885635507405508; 0.8871781128949741; 0.8881301368192571; 0.8882817835886428; 0.8893230438605061; 0.8872213424290413; 0.8886069153998194; 0.888368462138954; 0.8880868186806486; 0.8875240671687261; 0.8876538695917123; 0.8889322853097691; 0.8889973878866294; 0.8878919393377871; 0.8880435047674787; 0.887502437122246; 0.8881734591839224; 0.8881301368192571; 0.8886719703255406; 0.8873943027024392; 0.8885635507405508; 0.8883034516404439; 0.8884985116869174; 0.8877620672842517; 0.8896706733118344; 0.8878919393377871; 0.8886502842919544; 0.8891710413868881; 0.8875673304248215; 0.8888238022015572; 0.8889756859681672; 0.8887804163717571; 0.8886502842919544; 0.8873726789804571; 0.8891927528446549; 0.8890407949024682; 0.8876538695917123; 0.8868324282200521; 0.8882817835886428; 0.8878053537471353; 0.8895620099176783; 0.8887587250451505; 0.8875889636345909; 0.8896706733118344; 0.8888238022015572; 0.8875673304248215; 0.8884118077579897; 0.8887153455681374; 0.8886069153998194; 0.8876105978989447; 0.8872213424290413; 0.8887587250451505; 0.8890624999999999; 0.8881084772217344; 0.88774042563565; 0.8890842061573769; 0.8889973878866294; 0.8879568896149813; 0.8873078141370825; 0.8881734591839224; 0.8886719703255406; 0.8889105865696779; 0.8873294346978557
gml; chemical element; mr; 118; 0; 1.0; 0.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0
gml; chemical element; lv; 118; 8074; 0.8263591332126436; 0.0011734833129046565; 0.8245506535947712; 0.8264496647730182; 0.8259424070380031; 0.8244243630979732; 0.8258579246151485; 0.8261536887342679; 0.8261536887342679; 0.8248454819430965; 0.8268728557529829; 0.8266188891732787; 0.8275932759327593; 0.8269998975724676; 0.8275508635268795; 0.824298111281266; 0.8277205392383004; 0.8271269784356912; 0.8275508635268795; 0.8255201676805889; 0.826788182888741; 0.827805403188599; 0.8257734594732805; 0.82716934740293; 0.8261536887342679; 0.8263650785527864; 0.8272540983606557; 0.8275508635268795; 0.825309209853828; 0.8286975264292313; 0.8275508635268795; 0.8254357716096713; 0.8262382316823578; 0.8257312333810595; 0.8265765765765765; 0.8245927590256855; 0.8259424070380031; 0.8265342683114091; 0.8264073694984646; 0.8275932759327593; 0.8261536887342679; 0.8259846547314578; 0.8284849417679955; 0.8260691630857377; 0.8284424379232506; 0.827805403188599; 0.8264496647730182; 0.8270422535211268; 0.8263650785527864; 0.8253513927932533; 0.8268728557529829; 0.8264919643771113; 0.8280600994820778; 0.8262382316823578; 0.8249719015019924; 0.8235834140868057; 0.8260691630857377; 0.8262382316823578; 0.824298111281266; 0.825014049966791; 0.825477967487987; 0.8275508635268795; 0.8259001636661212; 0.8283149525519364; 0.8262805096453972; 0.8278902845424251; 0.825309209853828; 0.8275508635268795; 0.8256890116070972; 0.825477967487987; 0.8260691630857377; 0.8285274499743458; 0.825562372188139; 0.8267458529592464; 0.8249297573435505; 0.825014049966791; 0.8256045810112992; 0.8274236523877843; 0.8268728557529829; 0.8268305171530977; 0.8263227919353189; 0.8274660517550603; 0.8266612061021809; 0.8275932759327593; 0.8260269067471481; 0.8249297573435505; 0.8232894871010503; 0.8278902845424251; 0.8257312333810595; 0.8256045810112992; 0.8242139648836261; 0.825014049966791; 0.8254357716096713; 0.8261536887342679; 0.8284424379232506; 0.8251826869027543; 0.826788182888741; 0.8289527720739219; 0.8252248569092396; 0.8273812573653737; 0.8266188891732787; 0.8262805096453972
gml; chemical element; el; 130; 0; 1.0; 0.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0
gml; chemical element; es; 132; 13633; 0.9018118102248499; 0.0007440657055271753; 0.901474575150433; 0.9023098815275663; 0.902071064646331; 0.9012064121632789; 0.901623623557422; 0.901087279817575; 0.9025787017114105; 0.90233974252904; 0.9018920349298757; 0.9023098815275663; 0.9022501654533421; 0.9026683440376084; 0.9019218682809037; 0.902459206301923; 0.9019517036056897; 0.9018920349298757; 0.9016534391534392; 0.9015043808894033; 0.9037753985879545; 0.9030569999668797; 0.9021009098428453; 0.9018622035524095; 0.9006705645294487; 0.9017130762616574; 0.9014149695847659; 0.9020412214245542; 0.9021009098428453; 0.9033561938839745; 0.901176626123744; 0.902459206301923; 0.9035657476139978; 0.9009086403436313; 0.9033262655711635; 0.901176626123744; 0.9023098815275663; 0.9025189500513059; 0.9022800225023992; 0.902011380177319; 0.9022501654533421; 0.9026982287700711; 0.9014447713822858; 0.90233974252904; 0.9014447713822858; 0.9009979512259599; 0.902011380177319; 0.9025189500513059; 0.901176626123744; 0.9007300716857718; 0.9024293373932615; 0.9018622035524095; 0.9010575016523464; 0.9033262655711635; 0.9019517036056897; 0.902071064646331; 0.9018622035524095; 0.9009979512259599; 0.9015938099332055; 0.9027281154813933; 0.9017428977742501; 0.900849109591304; 0.9010277254552064; 0.9017428977742501; 0.902011380177319; 0.9018920349298757; 0.9015043808894033; 0.9029373778852203; 0.901623623557422; 0.9011170599510873; 0.9017130762616574; 0.9017130762616574; 0.9016534391534392; 0.9012064121632789; 0.9007895867058706; 0.902071064646331; 0.9013851697576779; 0.9021307570142933; 0.9015938099332055; 0.901474575150433; 0.9022800225023992; 0.9015639982805937; 0.9034759269690844; 0.9003731466499356; 0.9007300716857718; 0.9020412214245542; 0.9013553719008265; 0.9015341885993916; 0.9004028795984413; 0.9008788739840083; 0.9004326145107492; 0.901176626123744; 0.9007003171247357; 0.9024890771878723; 0.9011170599510873; 0.9024890771878723; 0.9018323741483099; 0.9010277254552064; 0.9018622035524095; 0.9029971849643981; 0.9003136866435529; 0.9014149695847659
gml; chemical element; pl; 124; 14260; 0.9649864862797409; 0.00024936072593954823; 0.9657974940738232; 0.9649478955203682; 0.9648499610947596; 0.9648499610947596; 0.9644910382144065; 0.9651111637508037; 0.9653398321148118; 0.9650131961832578; 0.965209151211588; 0.9647846825208891; 0.9649478955203682; 0.9652744872402356; 0.9650458498291207; 0.9649805447470816; 0.9646541518687637; 0.9641975726021839; 0.965209151211588; 0.965176486513926; 0.9652418181202829; 0.9648499610947596; 0.9649805447470816; 0.9649805447470816; 0.9650131961832578; 0.9650785056848944; 0.9650785056848944; 0.9648173207036536; 0.965209151211588; 0.9650785056848944; 0.9649152485028927; 0.9648826036944312; 0.9647846825208891; 0.9646541518687637; 0.9651111637508037; 0.9648173207036536; 0.9651111637508037; 0.964556277056277; 0.9647520465462418; 0.9646867812204032; 0.9650785056848944; 0.9646541518687637; 0.965209151211588; 0.9650458498291207; 0.9654705484089371; 0.9649805447470816; 0.9653071585716704; 0.9652744872402356; 0.9648499610947596; 0.9647194127794878; 0.9656013001083423; 0.9651111637508037; 0.9648826036944312; 0.9649152485028927; 0.9647194127794878; 0.9654378660167225; 0.9646541518687637; 0.9653071585716704; 0.9646867812204032; 0.9648499610947596; 0.9650785056848944; 0.9650131961832578; 0.9648173207036536; 0.9651111637508037; 0.9650131961832578; 0.9652744872402356; 0.9649805447470816; 0.9649478955203682; 0.9653071585716704; 0.9645236565321791; 0.9651438240270727; 0.9651438240270727; 0.9648826036944312; 0.9649478955203682; 0.9651111637508037; 0.9652418181202829; 0.9648499610947596; 0.9645236565321791; 0.9650458498291207; 0.9649152485028927; 0.9645236565321791; 0.9648499610947596; 0.9647846825208891; 0.964556277056277; 0.9647520465462418; 0.9648826036944312; 0.9650458498291207; 0.9649152485028927; 0.9650458498291207; 0.9651438240270727; 0.9650458498291207; 0.9650131961832578; 0.9648826036944312; 0.9649805447470816; 0.9650131961832578; 0.9651111637508037; 0.965176486513926; 0.965209151211588; 0.9651438240270727; 0.9653398321148118; 0.965176486513926; 0.9649478955203682
gml; chemical element; vi; 124; 12550; 0.9158525008966615; 0.000558480822789425; 0.9165936313175577; 0.9161587035076832; 0.9158578413486098; 0.9155905741591888; 0.9156239740269216; 0.9156239740269216; 0.9163593881201855; 0.9160918281689113; 0.9153234629129895; 0.9153902261123267; 0.9161252646178554; 0.9153902261123267; 0.9155571767280686; 0.9157241882524625; 0.9155905741591888; 0.9159581067766304; 0.9152900849651752; 0.9152900849651752; 0.9156573763315337; 0.91672753834916; 0.9156239740269216; 0.9156907810732918; 0.9153902261123267; 0.9158244244171196; 0.9162255886110604; 0.9154236113643823; 0.9162255886110604; 0.9159581067766304; 0.915757597869313; 0.9141899766899767; 0.916058394160584; 0.9156239740269216; 0.9163593881201855; 0.9173306044879761; 0.9154569990517178; 0.9146563661540704; 0.9162924834811813; 0.9157910099241097; 0.9172300383701809; 0.9142565746339332; 0.9163928441036875; 0.9155571767280686; 0.9159246825280981; 0.9150898683874731; 0.9158578413486098; 0.9162255886110604; 0.9152567094515753; 0.9160249625926061; 0.9155571767280686; 0.9156239740269216; 0.9159246825280981; 0.9156239740269216; 0.9162590348251441; 0.9160918281689113; 0.9149564393249007; 0.9156239740269216; 0.9157241882524625; 0.9163259345794392; 0.9162924834811813; 0.9165266924706054; 0.9157910099241097; 0.9153234629129895; 0.9160918281689113; 0.9162924834811813; 0.9165936313175577; 0.9153568432952846; 0.9154903891745997; 0.9161921448386625; 0.9162924834811813; 0.9151565975133993; 0.9161252646178554; 0.9147897077046433; 0.9165601606719006; 0.9157241882524625; 0.9167610212206435; 0.9159581067766304; 0.9167945065380964; 0.915757597869313; 0.9161921448386625; 0.9157241882524625; 0.9165936313175577; 0.9165601606719006; 0.9156239740269216; 0.9152567094515753; 0.9169284722729598; 0.9153902261123267; 0.915891260718847; 0.9155237817332944; 0.915891260718847; 0.9163928441036875; 0.9158244244171196; 0.9159915334647106; 0.9146896978973069; 0.9154569990517178; 0.9160249625926061; 0.9159581067766304; 0.9164597634000293; 0.9164932267134043; 0.9158578413486098; 0.9153234629129895
gml; chemical element; de; 132; 15529; 0.9484014467545299; 0.00034009483910587277; 0.9482200647249192; 0.9488283994745363; 0.9482200647249192; 0.9480753380750329; 0.9484806840739044; 0.9488573872662838; 0.9487414467253177; 0.9478727949703962; 0.9482779677576942; 0.9486834870792351; 0.9490603514132926; 0.9483358778625954; 0.9482779677576942; 0.9489733561476411; 0.9482200647249192; 0.9485386189414531; 0.9486545099117262; 0.948712466017045; 0.9486255345143555; 0.9488573872662838; 0.9490603514132926; 0.9481621687629747; 0.9479595885602661; 0.948712466017045; 0.9490603514132926; 0.948046398046398; 0.9478438673055208; 0.9483069219260479; 0.9482200647249192; 0.9485675890293813; 0.9481042798705659; 0.9483937950409185; 0.9483937950409185; 0.9478727949703962; 0.9478438673055208; 0.9479595885602661; 0.9483648355674983; 0.9479306555976071; 0.9486255345143555; 0.9485386189414531; 0.9479595885602661; 0.9483648355674983; 0.9481332234331593; 0.9485965608869612; 0.9483648355674983; 0.9481042798705659; 0.9477860172724222; 0.9488863768293055; 0.9484806840739044; 0.9487994134539013; 0.9483937950409185; 0.9487704292042157; 0.9483937950409185; 0.9483937950409185; 0.9478727949703962; 0.9481621687629747; 0.9486545099117262; 0.9486834870792351; 0.9482200647249192; 0.9488863768293055; 0.9478727949703962; 0.9480753380750329; 0.9486545099117262; 0.9488863768293055; 0.9484806840739044; 0.948712466017045; 0.9487414467253177; 0.948191115860174; 0.9484517192939594; 0.9482779677576942; 0.9483648355674983; 0.9485965608869612; 0.9476992554619798; 0.9479306555976071; 0.9488573872662838; 0.9485386189414531; 0.9489443612698217; 0.948712466017045; 0.9479017244010377; 0.9483069219260479; 0.9482490153573718; 0.9485965608869612; 0.9486834870792351; 0.9487704292042157; 0.9485965608869612; 0.9484806840739044; 0.948191115860174; 0.9480753380750329; 0.9482779677576942; 0.948191115860174; 0.9482490153573718; 0.9484806840739044; 0.9476414230792702; 0.9479595885602661; 0.9482779677576942; 0.9485386189414531; 0.9489733561476411; 0.948509650623015; 0.9483648355674983; 0.9484517192939594
gml; chemical element; ml; 118; 0; 1.0; 0.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0
