Root path: ../../graphsReduced/
Sample Size: 100

type; dataset; language; size; order; mean; std; rep0; rep1; rep2; rep3; rep4; rep5; rep6; rep7; rep8; rep9; rep10; rep11; rep12; rep13; rep14; rep15; rep16; rep17; rep18; rep19; rep20; rep21; rep22; rep23; rep24; rep25; rep26; rep27; rep28; rep29; rep30; rep31; rep32; rep33; rep34; rep35; rep36; rep37; rep38; rep39; rep40; rep41; rep42; rep43; rep44; rep45; rep46; rep47; rep48; rep49; rep50; rep51; rep52; rep53; rep54; rep55; rep56; rep57; rep58; rep59; rep60; rep61; rep62; rep63; rep64; rep65; rep66; rep67; rep68; rep69; rep70; rep71; rep72; rep73; rep74; rep75; rep76; rep77; rep78; rep79; rep80; rep81; rep82; rep83; rep84; rep85; rep86; rep87; rep88; rep89; rep90; rep91; rep92; rep93; rep94; rep95; rep96; rep97; rep98; rep99
gml; chemical element; id; 133; 15717; 0.00840072735358053; 9.489545424615114e-07; 0.008401113018648893; 0.008399272301743683; 0.008400388315606643; 0.008400712030377394; 0.008401859076355352; 0.008399467787806794; 0.008401374780097129; 0.008400788095418523; 0.008403249416006758; 0.00840069086507334; 0.00840049002585306; 0.008400932949230557; 0.008401797665593645; 0.008399261944065007; 0.008401018521558067; 0.00840028533410786; 0.00840075322258664; 0.008398360652183702; 0.008399446052649473; 0.008401704136819699; 0.008401425837294215; 0.00840022797928599; 0.008399848719892553; 0.008399922245080576; 0.008401316521816565; 0.008401741037010071; 0.008400686066636853; 0.008400969572838795; 0.008401720834699035; 0.008400892010165998; 0.008398428173699103; 0.008399563349872036; 0.008400468237859948; 0.008400534326980177; 0.008399944611922295; 0.008401595769663293; 0.008401388175826299; 0.008400252559734138; 0.00840104360271131; 0.008400757744324222; 0.008400378498721234; 0.00840061084291622; 0.008401267286104302; 0.008402955220751206; 0.00839877199317338; 0.008401189889894816; 0.008400677897703324; 0.008402064707499112; 0.008399484713624927; 0.008400095585144525; 0.008400185833115886; 0.008402200206494416; 0.008400234862597061; 0.008401654123608313; 0.008401555179268223; 0.00840016683986308; 0.008400914661388752; 0.008401728278515893; 0.00840020256315913; 0.008402536181550794; 0.008402018325286214; 0.008400234637725787; 0.008401060651531728; 0.008400350348980977; 0.008401291965222234; 0.008400781860642477; 0.008402080863406247; 0.008401752877734045; 0.008399521869705493; 0.00840096928541893; 0.008400742520682942; 0.008401630844852914; 0.00840013363853769; 0.008401832545062549; 0.00840081047786231; 0.00840122026467648; 0.008400315854385403; 0.008400046085942326; 0.008400312837988429; 0.008402264528137006; 0.008399686263899605; 0.008400336375111412; 0.008400842800117285; 0.008400274090650611; 0.008402007470800757; 0.008399475751847497; 0.00840091280237897; 0.00840105746608566; 0.00840007860300877; 0.008399407624895976; 0.008399827831198848; 0.008401000648800614; 0.008399459716509367; 0.00840100808284795; 0.008402762923029546; 0.008399700806191228; 0.00839928286463296; 0.008400358993006032; 0.008400063653918072; 0.008401249371149125
gml; chemical element; fr; 156; 18208; 0.007022450890171929; 1.5813097802372348e-06; 0.007023836578958785; 0.007023428693010742; 0.007023011500623405; 0.007022518989918053; 0.007021416275965964; 0.007020486843383922; 0.0070259985189529035; 0.0070209665175673995; 0.007021072781036159; 0.007024582981867782; 0.007024405575644016; 0.007026035209981956; 0.007021311362288489; 0.0070231775279016966; 0.007021271631914061; 0.007024136376477963; 0.0070213615572975435; 0.007021207763864343; 0.007021656975916389; 0.007024841600496464; 0.007024395736691561; 0.0070230850146784565; 0.007021268020369574; 0.007023929707829819; 0.007021359793723482; 0.007021196755049667; 0.007021994840366285; 0.007021540538195606; 0.007019491664285764; 0.00702320814947941; 0.007021586672132323; 0.0070218525170926; 0.00702266519899465; 0.007021074906223459; 0.007021949167582403; 0.0070237404653568205; 0.007022315549133867; 0.007022036150971578; 0.007024181641724066; 0.007020923252716158; 0.007023539484757779; 0.00702523318987797; 0.007023771165156259; 0.007025265882051035; 0.007021810334277762; 0.007025247690642878; 0.00702395473062695; 0.007023024015866879; 0.007020299259836597; 0.0070218650150096745; 0.007024185133810081; 0.007021468497308679; 0.007021721436207865; 0.0070240479929031705; 0.007022494342760494; 0.007021096524869434; 0.0070196053647751675; 0.007022986404980855; 0.007021514386475987; 0.007020071565061167; 0.0070229139069934296; 0.0070209196558007865; 0.007020187635660951; 0.007024852618409607; 0.007023769884554035; 0.007021993910796481; 0.007019312648856797; 0.007022019126237431; 0.0070242189746147895; 0.007023493481763228; 0.007022787511889621; 0.007022894407798666; 0.007021652077926998; 0.00702140791550742; 0.007021408588624177; 0.007023429819772154; 0.0070229108366268635; 0.0070247234141224526; 0.00702333716983333; 0.007022630872863774; 0.007022653586468544; 0.007022377814238084; 0.007020421555616392; 0.007022435149449807; 0.00702289734137427; 0.0070207507666664795; 0.007022125961240818; 0.007021679009186394; 0.00702320757000339; 0.00702447465729878; 0.0070207359843858065; 0.007021492092499014; 0.007019699052290713; 0.007019310873687289; 0.007023250294608058; 0.007020234971630815; 0.007026699571163978; 0.007021086160965856; 0.007022548087796805; 0.0070224206350461916
gml; chemical element; mr; 118; 0; 0.00847457627118644; 0.0; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644
gml; chemical element; lv; 118; 8074; 0.00882455833281088; 2.013759465388479e-06; 0.008822885001493874; 0.008823123360050186; 0.008821539306764622; 0.00882123802308563; 0.008826413708731027; 0.008825439978324568; 0.00882310036670908; 0.008822884647935228; 0.008824102621660218; 0.0088246928180276; 0.008823754819954056; 0.008823995437818297; 0.008820709030340233; 0.008826654558695305; 0.008825871162271707; 0.008824415066611321; 0.00882211225859983; 0.008823358438912753; 0.008826336492604213; 0.008819289595622632; 0.008821989689927564; 0.008823173202098515; 0.00882711485123579; 0.00882533421787226; 0.008821293019781056; 0.008825436027378463; 0.008823898843718533; 0.00882386381536752; 0.008823430008948932; 0.00882340459609195; 0.008825987007109518; 0.00882634340508227; 0.00882326586500354; 0.008823141827420397; 0.008826569392090741; 0.008827142651844403; 0.008826350819164764; 0.008823919588192508; 0.008823824447760597; 0.008827852225950802; 0.008827071538808792; 0.008825960604138396; 0.008823953243099805; 0.008825635244008421; 0.008827280061972313; 0.00882359174272977; 0.008824487641253898; 0.008828788625760765; 0.008826714765733936; 0.008824874528748552; 0.008823662294752226; 0.008826413405331393; 0.008821770812390845; 0.008826055190390434; 0.008825818486155497; 0.008827519689994524; 0.008823330315702024; 0.008823603811877799; 0.008824051535586817; 0.00882531054028077; 0.008820280924351194; 0.008825098293704491; 0.008824249075032037; 0.008824168230735669; 0.008826138014740434; 0.008823049666276582; 0.008829502160292785; 0.008825807649266533; 0.008825340083301075; 0.008825421161066537; 0.008822093907726722; 0.008826243989092724; 0.008821666238969874; 0.008822448454766598; 0.008823365153301614; 0.008825474516367686; 0.008827606622945017; 0.008824120095912522; 0.008824424874777326; 0.008827016511755157; 0.008824769376548362; 0.00882910316002904; 0.008824866488275676; 0.008827180094535578; 0.008823008751497184; 0.008827093662128142; 0.008822855098675364; 0.008824579386649078; 0.008821913270564138; 0.008823114542509886; 0.008821008340116667; 0.008823825017219386; 0.00882800401560459; 0.008824258457353655; 0.008823752906231828; 0.008821868128756113; 0.008824271327761668; 0.008823690720726007; 0.008826013524331506; 0.008825995112222177
gml; chemical element; el; 130; 0; 0.007692307692307692; 8.673617379884035e-19; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693; 0.007692307692307693
gml; chemical element; es; 132; 13633; 0.008240709854725995; 1.530234920594279e-06; 0.008240031117999435; 0.008242829122305551; 0.008239833702436113; 0.008238988822916066; 0.008241065227055375; 0.008240134960544526; 0.008238212436172468; 0.008239982138654279; 0.008237204107528045; 0.008243246538094244; 0.008239918695995283; 0.008240148877352759; 0.008238905286268583; 0.00823941754300717; 0.008241259345004316; 0.008240106773993089; 0.008240965979509813; 0.008241743204687763; 0.008240313856928772; 0.008240904071780958; 0.00824241151789243; 0.00824242769092445; 0.00824123809695674; 0.008240243419251092; 0.008241230455213987; 0.008241350601745093; 0.00823656143137514; 0.008239776137857681; 0.008243306390114578; 0.008243611055990821; 0.008240068890685438; 0.00823867000823929; 0.00824015099343274; 0.008239420462281087; 0.008239194949814245; 0.008240309243507531; 0.008240292028082923; 0.008241076405830565; 0.008240108865172598; 0.00824024434459152; 0.008240377785890542; 0.008242579147720329; 0.008240836276113401; 0.008241479826870296; 0.008241913148030024; 0.008241185630315874; 0.008238978080856154; 0.008239602023736194; 0.008241417245209118; 0.008239861824994367; 0.008239484952384956; 0.00824067039586898; 0.008245201176876132; 0.008240310745767417; 0.008241135880783597; 0.00824187760915784; 0.00823984796810779; 0.008238855879783095; 0.008243289406279318; 0.008239979269149746; 0.008241542055085168; 0.008242211081369164; 0.008240839082100255; 0.008240161091281527; 0.00824095661798127; 0.008240013882359107; 0.008240542580950017; 0.008240716350969454; 0.008242763310494524; 0.008239386620761412; 0.008242212691548012; 0.00824082831420786; 0.008238742207916101; 0.008240399450011527; 0.00824183936635957; 0.008242865284073586; 0.008240411616360285; 0.00824182593862637; 0.008239877556949615; 0.008238791079765127; 0.008243226435492823; 0.008238006029184737; 0.008243478121463576; 0.008242336228431676; 0.008243519440747384; 0.008242174166908391; 0.008240723893044876; 0.008240408887951594; 0.008239312107758958; 0.008241830514049517; 0.008240410923922949; 0.008237887967779672; 0.008237825813633535; 0.00824004188853239; 0.008242766125138834; 0.008242031527355568; 0.008242711113010281; 0.008238969241180488; 0.008239907118329417; 0.008240702678423136
gml; chemical element; pl; 124; 14260; 0.009027290063776464; 7.113710797594211e-07; 0.009027057296169108; 0.009027591834877488; 0.009026862441952227; 0.009027586570103729; 0.009027815662429346; 0.0090274159328272; 0.009026352920280006; 0.009025917458289939; 0.00902763717577139; 0.009026605395187714; 0.009026124073090332; 0.009027345158405583; 0.009027688076785651; 0.009026363973447794; 0.009027756397469104; 0.009027294634658616; 0.009028296921242802; 0.009027194652951782; 0.009026536160770772; 0.009028090155801654; 0.009027924236199426; 0.009027977688906421; 0.009027512865513461; 0.009028133562621481; 0.009027805260015804; 0.0090261094844647; 0.009027616479592729; 0.009027497234198089; 0.00902734644486732; 0.009026645727121614; 0.009026385597260038; 0.009027689001900702; 0.009026473482068026; 0.009027844824517427; 0.009026685080048898; 0.00902664397831679; 0.009025230961009795; 0.009029024413205917; 0.009027822136586991; 0.009028353579137654; 0.009026084456042102; 0.009027422154946235; 0.009026495773267276; 0.009026181392114807; 0.009027409072938631; 0.009027235197495698; 0.00902685430311097; 0.009026770636863286; 0.009027514598630857; 0.009028382139990371; 0.009026708211463959; 0.009027034570007302; 0.00902749208232046; 0.009028074478575464; 0.00902539884378246; 0.009027782954836668; 0.009026674481467538; 0.009027253632057567; 0.009028423193366398; 0.009028370181775982; 0.009028925783509568; 0.009027721611358959; 0.009027686945455414; 0.009026972978218105; 0.009027317769214617; 0.009026119804140347; 0.00902791586330401; 0.009027588335905536; 0.009027185676614488; 0.009027982249691565; 0.00902760741735858; 0.009026666496434235; 0.009028094408676158; 0.00902740873509888; 0.009027308355478448; 0.009026697738713051; 0.009028269938597872; 0.009027121473722557; 0.009028238636053338; 0.009026166750767025; 0.009026753452139488; 0.009027552515407409; 0.009027337063304022; 0.00902811199961758; 0.00902707326174208; 0.00902659479918023; 0.00902673413851043; 0.009027227553999062; 0.009028140127279514; 0.009027152633572068; 0.00902779376696457; 0.009027003418478221; 0.009027224945702954; 0.009027375482151885; 0.009027443444668238; 0.009027383781798346; 0.009026737758267856; 0.009027676903589806; 0.00902723041723307; 0.00902764466060718
gml; chemical element; vi; 124; 12550; 0.008789977592406267; 1.5409941670506806e-06; 0.008789563403193673; 0.008787758655076607; 0.008791636860498426; 0.008790887269388563; 0.008790237317652024; 0.008791398859150264; 0.00878951046689442; 0.008789991097722306; 0.00878868768811156; 0.008790494838698579; 0.008788410689053068; 0.008791515750394446; 0.008789303363758124; 0.00879071442764595; 0.008788808591179708; 0.008789383986350398; 0.008788388536669467; 0.00878901090357186; 0.008791314476142346; 0.008786912562275193; 0.008792005470058095; 0.008790520233288465; 0.00878694054357342; 0.008787148065905996; 0.008789470151469013; 0.008788553301936031; 0.008790962031314917; 0.008790225738312596; 0.008790156745260604; 0.008790764565711564; 0.0087863377728407; 0.008790610747462865; 0.008790605257524122; 0.008788842734483493; 0.008789019831894977; 0.008792569072675793; 0.008792041999211152; 0.008789064207602332; 0.008787963102685026; 0.008789745365564055; 0.008792021304342005; 0.008791663555184315; 0.008789206832826467; 0.008791171183165615; 0.008790646233576843; 0.008789001445651057; 0.008789481896093578; 0.008790885076578119; 0.008790615215736668; 0.008788521522685434; 0.008788592501393291; 0.008787243297601655; 0.008790403124908462; 0.008791101143453096; 0.008790328131547396; 0.008792743595476642; 0.008790763060309617; 0.008790812945292614; 0.008791154844669932; 0.008789645264481716; 0.008789269972308568; 0.008791737084665695; 0.008788113394467166; 0.008788038672452285; 0.008787370181742313; 0.008789629346119893; 0.008791513618897993; 0.008789703862194848; 0.008791544725643969; 0.008787305327015361; 0.008789164542992427; 0.008791700792201509; 0.008789791984920222; 0.008790556951834241; 0.00879006607425912; 0.008790068826162895; 0.008789265821567091; 0.008790244061801468; 0.008788159454615162; 0.00878763214664546; 0.008789809178393221; 0.008792466463352787; 0.008788871711421519; 0.00879185370474261; 0.008790065751855768; 0.008789642467651066; 0.008790520454330788; 0.008790640646932864; 0.008792056876929459; 0.008789647682968754; 0.008786718888217608; 0.008791362962726614; 0.00879380083305066; 0.008788885947987116; 0.008789777153490172; 0.008790618200150556; 0.008791417415412159; 0.008793267038823795; 0.008789263377600358; 0.008792716784904495
gml; chemical element; de; 132; 15529; 0.008462041959633104; 9.53009356096797e-07; 0.008461581549601431; 0.008462684753955113; 0.00846250015682012; 0.00846044290447762; 0.008462988898235725; 0.008463230885585161; 0.008461453107141458; 0.008463226609487189; 0.008461182883455019; 0.008461637576817923; 0.008463043848007442; 0.00846209598992003; 0.00846204860920996; 0.008462305564980434; 0.008464408457311196; 0.008461572435378113; 0.00846189873176516; 0.008460503220307008; 0.008461888967859849; 0.008459851746562644; 0.008461361467276577; 0.008461170536028875; 0.008462081473956613; 0.008462240623189623; 0.008461225876606299; 0.008461223068687242; 0.008461741217144115; 0.008462977924130508; 0.008461574159959344; 0.008461715358419015; 0.008461645663226073; 0.008462432412279645; 0.008461383232744707; 0.008461624071040378; 0.008461092577735425; 0.008460553998736155; 0.008463878140727566; 0.008462291059865611; 0.008464518631554847; 0.008462706632031424; 0.008461206519529283; 0.008463332776723054; 0.00846189838961311; 0.008463722910677228; 0.00846191244026707; 0.008462043188465627; 0.008460911441111756; 0.008461032368069018; 0.008461676768438273; 0.008462241206793803; 0.008462129040089987; 0.00846152731688724; 0.008460674111569977; 0.008461596685019604; 0.008461174145056417; 0.008463299861007622; 0.008463374128471802; 0.008462352195972222; 0.008461585932240705; 0.00846204595454738; 0.008461190388293708; 0.008463244977220303; 0.008462586594414121; 0.008462665578709118; 0.008462130147207907; 0.008463116766954205; 0.008463353603622908; 0.008462247462560052; 0.008460137955652241; 0.008461491503532793; 0.008462199411809325; 0.008463827898615944; 0.008461337732495114; 0.008461377688713828; 0.008462633463024427; 0.008459914875160611; 0.008463361462638083; 0.008462149655012123; 0.008461367214380377; 0.008462961089505564; 0.008462118246925495; 0.00846151785753301; 0.00846165254318834; 0.008461490936544603; 0.008462360979012741; 0.008463593550835691; 0.008463214936413367; 0.00846262333838826; 0.008461378605683306; 0.008460950630879451; 0.008462678759394184; 0.00846164759778868; 0.008461989169651473; 0.00846149542898144; 0.00846218988051715; 0.00846341287184523; 0.008461599335114783; 0.008462347788004563; 0.008462846804674148; 0.008460068829641907
gml; chemical element; ml; 118; 0; 0.00847457627118644; 0.0; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644; 0.00847457627118644
