Root path: ../../graphs/oecd/
Sample Size: 100

type; dataset; language; mean; stdgml; Psychology; bat-smg; 0.5; 0.0
gml; Psychology; eu; 0.6183333333333333; 0.13185640337545657
gml; Psychology; fi; 0.5; 0.0
gml; Psychology; id; 0.5; 0.0
gml; Psychology; lb; 0.5; 0.0
gml; Psychology; ast; 0.5; 0.0
gml; Psychology; eo; 0.5533333333333333; 0.09683892697555967
gml; Psychology; sco; 0.5; 0.0
gml; Psychology; ar; 0.5; 0.0
gml; Psychology; fr; 0.515; 0.04769696007084727
gml; Psychology; br; 0.5; 0.0
gml; Psychology; csb; 0.5; 0.0
gml; Psychology; mr; 0.5; 0.0
gml; Psychology; tr; 0.59; 0.19209372712298545
gml; Psychology; lv; 0.5; 0.0
gml; Psychology; el; 0.5; 0.0
gml; Psychology; hr; 0.59; 0.19209372712298545
gml; Psychology; nn; 0.585; 0.1878163997099295
gml; Psychology; crh; 0.5; 0.0
gml; Psychology; xmf; 0.5; 0.0
gml; Psychology; es; 0.5166666666666666; 0.04999999999999998
gml; Psychology; pl; 0.53; 0.11874342087037917
gml; Psychology; vi; 0.5; 0.0
gml; Psychology; zh-yue; 0.5; 0.0
gml; Psychology; gd; 0.5; 0.0
gml; Psychology; uk; 0.5; 0.0
gml; Psychology; de; 0.505; 0.049749371855330994
gml; Psychology; gom; 0.5; 0.0
gml; Psychology; diq; 0.5; 0.0
gml; Psychology; kn; 0.5; 0.0
gml; Psychology; ml; 0.5; 0.0
gml; Psychology; sh; 0.5; 0.0
gml; Psychology; et; 0.5; 0.0
gml; Psychology; cs; 0.515; 0.08529361054615991
gml; Psychology; nl; 0.5; 0.0
gml; Psychology; pt; 0.5; 0.0
gml; Psychology; sd; 0.5; 0.0
gml; Psychology; ro; 0.5; 0.0
gml; Psychology; sq; 0.5; 0.0
gml; Psychology; ja; 0.5; 0.0
gml; Psychology; ne; 0.5; 0.0
gml; Psychology; min; 0.5; 0.0
gml; Psychology; fy; 0.5; 0.0
gml; Psychology; be-tarask; 0.5; 0.0
gml; Psychology; be; 0.5; 0.0
gml; Psychology; is; 0.5; 0.0
gml; Psychology; ta; 0.5; 0.0
gml; Psychology; hy; 0.5; 0.0
gml; Psychology; cy; 0.5; 0.0
gml; Psychology; simple; 0.5633333333333334; 0.09061518146045457
gml; Psychology; la; 0.5; 0.0
gml; Psychology; ka; 0.5; 0.0
gml; Psychology; it; 0.505; 0.049749371855330994
gml; Psychology; he; 0.5; 0.0
gml; Psychology; da; 0.5; 0.0
gml; Psychology; arc; 0.5; 0.0
gml; Psychology; fa; 0.5; 0.0
gml; Psychology; scn; 0.5; 0.0
gml; Psychology; wa; 0.8; 0.1
gml; Psychology; en; 0.5093589743589744; 0.018632135572784717
gml; Psychology; tl; 0.73; 0.24919871588754222
gml; Psychology; sk; 0.555; 0.15644487847162014
gml; Psychology; sw; 0.5; 0.0
gml; Psychology; th; 0.5; 0.0
gml; Psychology; ku; 0.5; 0.0
gml; Psychology; sr; 0.5; 0.0
gml; Psychology; sv; 0.5; 0.0
gml; Psychology; oc; 0.5; 0.0
gml; Psychology; li; 0.5; 0.0
gml; Psychology; no; 0.5; 0.0
gml; Psychology; bg; 0.5; 0.0
gml; Psychology; ky; 0.5; 0.0
gml; Psychology; bn; 0.5; 0.0
gml; Psychology; hyw; 0.5; 0.0
gml; Psychology; or; 0.5; 0.0
gml; Psychology; chr; 0.5; 0.0
gml; Psychology; ru; 0.5; 0.0
gml; Psychology; hi; 0.5; 0.0
gml; Psychology; wuu; 0.5; 0.0
gml; Psychology; arz; 0.5; 0.0
gml; Psychology; az; 0.5; 0.0
gml; Psychology; bs; 0.5; 0.0
gml; Psychology; te; 0.5; 0.0
gml; Psychology; zh; 0.5; 0.0
gml; Psychology; ace; 0.5; 0.0
gml; Psychology; mk; 0.5; 0.0
gml; Psychology; sl; 0.5; 0.0
gml; Psychology; su; 0.5; 0.0
gml; Psychology; ga; 0.5; 0.0
gml; Psychology; gl; 0.5; 0.0
gml; Psychology; hu; 0.6183333333333333; 0.12537720863236845
gml; Psychology; uz; 0.5; 0.0
gml; Psychology; ko; 0.5; 0.0
gml; Psychology; ms; 0.54; 0.13564659966250536
gml; Psychology; ca; 0.5; 0.0
gml; Psychology; lt; 0.5; 0.0
gml; Psychology; kk; 0.5; 0.0
gml; Psychology; ur; 0.5; 0.0
gml; Psychology; ha; 0.5; 0.0
gml; Psychology; nrm; 0.5; 0.0
gml; Chemical engineering; fi; 0.5; 0.0
gml; Chemical engineering; se; 0.5; 0.0
gml; Chemical engineering; vep; 0.5; 0.0
gml; Chemical engineering; fiu-vro; 0.5; 0.0
gml; Chemical engineering; pl; 0.5; 0.0
gml; Chemical engineering; vi; 0.5; 0.0
gml; Chemical engineering; uk; 0.5; 0.0
gml; Chemical engineering; de; 0.5; 0.0
gml; Chemical engineering; et; 0.5; 0.0
gml; Chemical engineering; cs; 0.5; 0.0
gml; Chemical engineering; ja; 0.5; 0.0
gml; Chemical engineering; la; 0.5; 0.0
gml; Chemical engineering; en; 0.5485; 0.06018928476066151
gml; Chemical engineering; sv; 0.5; 0.0
gml; Chemical engineering; ru; 0.5; 0.0
gml; Chemical engineering; lt; 0.5; 0.0
gml; Physical sciences; bat-smg; 0.5; 0.0
gml; Physical sciences; nds; 0.5; 0.0
gml; Physical sciences; eu; 0.513974779523045; 0.0006201683190625488
gml; Physical sciences; fi; 0.5041176470588236; 0.010205500925233809
gml; Physical sciences; id; 0.5260095028057589; 0.004704327708632729
gml; Physical sciences; lb; 0.5075838887825925; 0.0022750480161798747
gml; Physical sciences; ast; 0.5013590362831348; 0.0021603795589808404
gml; Physical sciences; eo; 0.500527182063619; 0.00058022033001732
gml; Physical sciences; sco; 0.5; 0.0
gml; Physical sciences; tk; 0.5; 0.0
gml; Physical sciences; vep; 0.5; 0.0
gml; Physical sciences; ar; 0.5186266468154332; 0.0005254698948324517
gml; Physical sciences; fr; 0.5359750089849714; 0.0008992916779872098
gml; Physical sciences; br; 0.5; 0.0
gml; Physical sciences; mr; 0.5; 0.0
gml; Physical sciences; tr; 0.5024939089833749; 0.0006312378109282065
gml; Physical sciences; lv; 0.5; 0.0
gml; Physical sciences; mzn; 0.5; 0.0
gml; Physical sciences; el; 0.5750999115508858; 0.00350211518674351
gml; Physical sciences; nap; 0.5; 0.0
gml; Physical sciences; nv; 0.5; 0.0
gml; Physical sciences; hr; 0.5044271324187922; 0.0005494640601272163
gml; Physical sciences; nn; 0.5104039886039886; 0.014321749094954215
gml; Physical sciences; rue; 0.5; 0.0
gml; Physical sciences; es; 0.5009623018400656; 0.0015198178134707752
gml; Physical sciences; pl; 0.5005288502758084; 0.0006477691519857586
gml; Physical sciences; mg; 0.5; 0.0
gml; Physical sciences; vi; 0.5146502487817967; 0.0017750851307932539
gml; Physical sciences; zh-yue; 0.5; 0.0
gml; Physical sciences; uk; 0.5003651960266797; 0.000490420228021708
