Root path: ../../graphs/oecdTopics/
Sample Size: 10

type; dataset; language; mean; std
gml; chemical element; lv; 0.5677230910992713; 0.003747618554380052
gml; chemical element; el; 1.0; 0.0
gml; chemical element; es; 0.28813409362789694; 0.0014847130463824852
gml; chemical element; pl; 0.7951877092364653; 0.001740970062867652
gml; chemical element; vi; 0.41502210202404; 0.0023941194800602395
gml; chemical element; de; 0.2446076081255907; 0.0007146675966535377
gml; chemical element; ml; 1.0; 0.0
gml; chemical element; sh; 0.16093649686860242; 0.0015692845041125436
gml; chemical element; nl; 0.5244509267215961; 0.001757716702165223
gml; chemical element; si; 1.0; 0.0
gml; chemical element; pt; 0.3317115405765269; 0.005060894232440384
gml; chemical element; ro; 0.48226347381238704; 0.0019059928588670621
gml; chemical element; ja; 1.0; 0.0
gml; chemical element; simple; 0.36027633276080284; 0.001334244766137379
gml; chemical element; it; 0.5186111483017204; 0.0014200061264873494
gml; chemical element; ceb; 0.2688395012902867; 0.0011264373189708821
gml; chemical element; he; 1.0; 0.0
gml; chemical element; da; 0.5693919869979961; 0.00319288190206749
gml; chemical element; en; 0.13875661080092416; 0.00039648106424918205
gml; chemical element; sr; 1.0; 0.0
gml; chemical element; sv; 0.212235320276252; 0.0008435261374188194
gml; chemical element; ckb; 1.0; 0.0
gml; chemical element; ru; 1.0; 0.0
gml; chemical element; hi; 1.0; 0.0
gml; chemical element; arz; 1.0; 0.0
gml; chemical element; bs; 0.8399956114918327; 0.002064048336052437
gml; chemical element; te; 1.0; 0.0
gml; chemical element; zh; 0.24457857814196804; 0.004038630722928075
gml; chemical element; mk; 1.0; 0.0
gml; chemical element; hu; 0.3233011066707046; 0.004272876071968335
gml; chemical element; ko; 1.0; 0.0
gml; chemical element; war; 0.3938263601038855; 0.006403563733696096
gml; dialect; id; 0.12021345981752982; 0.0027135719136859274
gml; dialect; fr; 0.07086005392259331; 0.0005217157289610539
gml; dialect; mr; 1.0; 0.0
gml; dialect; tr; 0.1653359821889399; 0.009680278296258463
gml; dialect; lv; 1.0; 0.0
gml; dialect; el; 1.0; 0.0
gml; dialect; es; 0.1213788061499457; 0.0028077884011838516
gml; dialect; pl; 0.12236189359255663; 0.004191047437471754
gml; dialect; vi; 1.0; 0.0
gml; dialect; de; 0.06660014410733268; 0.0011204722883939606
gml; dialect; ml; 1.0; 0.0
gml; dialect; sh; 0.3147269254413213; 0.03723899492819366
gml; dialect; nl; 0.05557533673198476; 0.00042594258177290053
gml; dialect; si; 1.0; 0.0
gml; dialect; pt; 0.1258006556987455; 0.002242361906201263
gml; dialect; ro; 0.2928339673772923; 0.01070384861274261
gml; dialect; ja; 0.3487738848512739; 4.965068306494546e-17
gml; dialect; simple; 0.21814124925274422; 0.012888307408786064
gml; dialect; it; 0.08465908331444036; 0.00030840643677866174
gml; dialect; ceb; 1.0; 0.0
gml; dialect; he; 1.0; 0.0
gml; dialect; da; 0.2034170853062293; 0.010217436251387938
